Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Pola pikirnya sedalam air kobokan.,Pikirannya dangkal.,Pikirannya dalam.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Pola pikirnya sedalam air kobokan"" signifies that the person's way of thinking is deep, similar to the depth of water in a basin (kobokan). This closely relates to option 1) ""Pikirannya dalam"".",1,,0
Jarak antar rumah dan sekolahnya serasa sejauh lencang tangan.,Sekolahnya jauh dari rumahnya.,Sekolahnya dekat dari rumahnya.,1,"{
  ""Answer"": 0
} 

Explanation: The metaphor ""jarak antara rumah dan sekolahnya serasa sejauh lencang tangan"" compares the distance between home and school to being as far as reaching out one's hand. This implies that the school is far from home, hence the closest meaning is option 0) Sekolahnya jauh dari rumahnya.",0,,0
Teknik pengobatan tersebut seefektif menangkap lalat dengan sumpit.,Teknik pengobatan itu efektif.,Teknik pengobatan itu tidak efektif.,1,"{
  ""Explanation"": ""The metaphor compares the effectiveness of the treatment to catching flies with chopsticks, implying that the treatment is effective."",
  ""Answer"": 0
}",0,,0
Giginya setajam pisau plastik.,Giginya tajam.,Giginya tumpul.,1,"{
  ""answer"": 0
}

The metaphor ""Giginya setajam pisau plastik"" equates the sharpness of someone's teeth to that of a plastic knife. Since plastic knives are not sharp, the intended meaning is that the teeth are dull (tumpul). So, the closest option would be 1) Giginya tumpul.",0,,0
Gaya bicaranya seperti orang yang demam panggung.,Bicaranya meyakinkan dan bersemangat.,Bicaranya tidak meyakinkan dan tidak bersemangat.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing the way someone speaks to being like someone who has stage fright. This implies that the person's speech is convincing and enthusiastic, as someone with stage fright would try to overcompensate for their nerves by being more enthusiastic and convincing in their delivery.",0,,0
Kamarnya sekosong jadwal rapat direktur perusahaan.,Kamarnya kosong.,Kamarnya penuh barang.,1,"{
  ""answer"": 0
} 

The metaphor ""Kamarnya sekosong jadwal rapat direktur perusahaan"" implies that the room is empty, similar to the option 0) ""Kamarnya kosong."" This option is the closest meaning to the metaphor because it conveys the room being vacant and not filled with any items.",0,,0
Antusiasmenya seperti mahasiswa yang menghadiri kuliah pagi setelah begadang.,Dia sangat bersemangat.,Dia tidak antusias.,1,"{
  ""Explanation"": ""The metaphor compares the level of enthusiasm to a student attending a morning class after staying up all night, indicating a high level of excitement."",
  ""Answer"": 0
}",0,,0
Pria itu membawa tas sebesar upil.,tasnya besar.,tasnya kecil.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Pria itu membawa tas sebesar upil"" means that the man is carrying a bag as small as a pill. Therefore, the closest meaning would be that the bag is small, so the correct option is 1) tasnya kecil.",0,,0
Pemuda itu bertingkah seperti anjing polisi.,Pemuda itu tidak bisa diatur.,Pemuda itu mudah diatur.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Pemuda itu bertingkah seperti anjing polisi"" implies that the young man is behaving in a very strict and disciplined manner, resembling the behavior of a police dog. Therefore, Option 0) ""Pemuda itu tidak bisa diatur"" (The young man cannot be controlled) is the closest meaning to the metaphor.",0,,0
Jalanan ini seramai hutan belantara.,Jalanan ini ramai.,Jalanan ini sepi.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the crowdedness of the street to a dense jungle, implying that the street is bustling with activity and people. Therefore, the closest meaning to the metaphor is ""Jalanan ini ramai.""",0,,0
"Zaman sekarang, mencari orang jujur bagai  mencari bunga di taman.",Mencari orang jujur sulit.,Mencari orang jujur mudah.,1,"{
  ""Explanation"": ""The metaphor compares finding an honest person to finding a flower in a garden, implying that it is difficult to find an honest person."",
  ""Answer"": 0
}",0,,0
Senyum ibuku seindah senyum joker.,Senyum ibuku menenangkan.,Senyum ibuku menakutkan.,1,"{
    ""Explanation"": ""The metaphor is comparing the beautiful smile of the speaker's mother to the smile of the Joker, a fictional character known for his sinister grin and evil intentions. It implies that the mother's smile is as captivating and enchanting as the Joker's smile is creepy and eerie."",
    ""Answer"": 0
}",0,,0
Kakak membeli baju baru seharga tahu.,Kakak membeli baju baru yang murah.,Kakak membeli baju baru yang mahal.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor is comparing the price of the new shirt to ""tahu"" (tofu), which is typically inexpensive. Therefore, the closest meaning would be that Kakak bought an expensive new shirt.",1,,0
"Sewaktu kecil, rambut Fani seperti Dora.","Sewaktu kecil, rambut Fani pendek.","Sewaktu kecil, rambut Fani panjang.",0,"{
  ""answer"": 1
} 

Explanation: Just like Dora from the cartoon, Fani's hair was long when she was young. This option best represents the metaphor of comparing Fani's hair to Dora's.",1,,0
Anton bekerja seperti  beruang di musim dingin.,Anton rajin bekerja.,Anton malas bekerja.,1,"{
	""answer"": 0
}

Explanation: The metaphor describes Anton working like a bear in winter, which implies that he is working diligently and hard. Therefore, the closest meaning is option 0) Anton rajin bekerja (Anton works diligently).",0,,0
Kakak beradik itu seperti kucing dan tikus.,Kakak beradik itu suka bertengkar.,Kakak beradik itu rukun.,0,"{
  ""answer"": 1
}

The metaphor ""Kakak beradik itu seperti kucing dan tikus"" implies that the siblings are constantly fighting or bickering like cats and mice. Therefore, the option ""Kakak beradik itu suka bertengkar"" (The siblings are always fighting) is the closest meaning to the metaphor.",1,,0
Tono membuka usaha dengan modal sebakul.,Tono membuka usaha dengan modal sedikit.,Tono membuka usaha dengan modal banyak.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Tono membuka usaha dengan modal sebakul"" implies that Tono started his business with a small amount of capital, similar to the option ""Tono membuka usaha dengan modal sedikit."" Thus, the correct answer is option 0.",0,,0
"Semenjak kamu pergi, hidupku bagai makan buah di surga.","Semenjak kamu pergi, hidupku menyenangkan.","Semenjak kamu pergi, hidupku menyedihkan, menderita.",0,"{
  ""answer"": 1
}

Explanation: The metaphor ""hidupku bagai makan buah di surga"" implies that life has been joyful, enjoyable, and fulfilling since the person left. Therefore, the meaning closest to this metaphor is ""Semenjak kamu pergi, hidupku menyenangkan."" Option 1 reflects this interpretation.",1,,0
Rinduku padamu bagai air di timba.,Rinduku padamu banyak.,Rinduku padamu sedikit.,1,"{
	""answer"": 0
}

Explanation: In this metaphor, ""Rinduku padamu bagai air di timba"" means ""My love for you is like water in a pail,"" which implies that the speaker has a lot of love for the person. Option 0) ""Rinduku padamu banyak"" aligns with this meaning, as it translates to ""My love for you is a lot."" Option 1) ""Rinduku padamu sedikit"" translates to ""My love for you is a little,"" which is the opposite of the intended meaning in the metaphor.",0,,0
Aroma mulutnya seharum bunga bangkai.,Mulutnya harum.,Mulutnya bau.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the scent of the person's mouth to the fragrance of a corpse flower, known for its strong and unpleasant smell. Therefore, the correct meaning is that the person's mouth is unpleasant or malodorous (option 1) rather than having a pleasant scent (option 0).",0,,0
Alis kakak seperti semut beriring.,Alis kakak tipis.,Alis kakak tebal.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Alis kakak seperti semut beriring"" means that the eyebrows of the older sibling are thick, dark, and close together, resembling a line of ants marching in unison. Therefore, the option ""Alis kakak tebal"" (thick eyebrows) is the closest in meaning.",1,,0
Matanya seperti daun bambu.,Matanya sipit.,Matanya bulat.,0,"{
  ""answer"": 1
} 

Explanation: The phrase ""Matanya seperti daun bambu"" is comparing someone's eyes to bamboo leaves. Bamboo leaves are long and slender, resembling almond-shaped eyes which are often described as bulat (round) in Indonesian. Therefore, the closest meaning to the metaphor is ""Matanya bulat.""",1,,0
Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu.,Pergi ke Bandung namun tidak wisata kuliner ada yang kurang.,Pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.,1,"{
  ""Explanation"": ""The metaphor compares going to Bandung without trying out the culinary delights to running with shoes on, implying that something is missing or lacking in the experience."",
  ""Answer"": 0
}",0,,0
Budi makan seolah-olah itu makanan terakhir yang dimilikinya.,Budi makan rakus.,Budi makan irit.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Budi makan seolah-olah itu makanan terakhir yang dimilikinya"" implies that Budi is eating greedily as if it is his last meal, which closely relates to the option ""Budi makan rakus"" (meaning Budi eats greedily).",0,,0
Dito mengendarai mobil seolah-olah dia anak pemilik jalan.,Dito mengendarai mobil sembarangan dan urakan.,Dito mengendarai mobil hati-hati.,0,"{
  ""answer"": 1
} 

Dito mengendarai mobil seolah-olah dia anak pemilik jalan can be interpreted as Dito drives the car as if he is the owner of the road, which implies he is driving with confidence and assertiveness, similar to how someone who owns a road would drive. Therefore, the closest meaning would be option 1) Dito mengendarai mobil hati-hati. This option suggests that Dito is driving carefully and with caution, similar to how a responsible owner would behave.",1,,0
Dito mengendarai mobil seolah-olah cicilan mobil belum lunas.,Dito mengendarai mobil sembarangan dan urakan.,Dito mengendarai mobil hati-hati.,1,"{
  ""explanation"": ""The metaphor is comparing Dito driving his car as if he still hasn't finished paying off the car loan, indicating a reckless or irresponsible behavior."",
  ""answer"": 0
}",0,,0
Mencari kerja di tengah pandemi bak mengajari burung beo bernyanyi.,Mencari kerja di tengah pandemi sulit.,Mencari kerja di tengah pandemi mudah.,1,"{
	""Answer"": 0,
	""Explanation"": ""The metaphor compares searching for a job during a pandemic to teaching a parrot to sing, implying that it is difficult. Therefore, the closest meaning is 'Mencari kerja di tengah pandemi sulit.'""
}",0,,0
Rasa penasaranku setara dengan kurcaci.,Rasa penasaranku tinggi.,Rasa penasaranku rendah.,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing curiosity to a dwarf indicates that the level of curiosity is high, so the correct option is ""Rasa penasaranku tinggi"" which means ""My curiosity is high.""",0,,0
Keluargaku adalah utangku.,Keluargaku berharga.,Keluargaku beban.,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""utangku"" implies the idea of value and importance in this context, similar to the meaning of ""berharga"" (valuable). Therefore, the closest meaning to the metaphor would be ""Keluargaku berharga"" (My family is valuable).",0,,0
Kasihku padamu bagai kayu berselimut api.,Kasihku padamu sementara.,Kasihku padamu abadi.,0,"{
  ""answer"": 1
}

This metaphor compares the love to wood covered in fire, symbolizing a love that is eternal and lasting (abadi), rather than temporary (sementara).",1,,0
Kulkas rumahmu seperti saldo tabunganku.,Kulkas rumahmu serba ada.,Kulkas rumahmu kosong.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Kulkas rumahmu seperti saldo tabunganku"" compares the refrigerator to the speaker's savings account. In this context, ""saldo tabunganku"" suggests that the speaker's savings account is sufficient or full. Therefore, the option ""Kulkas rumahmu serba ada"" which means the refrigerator at your house is well-stocked or has everything, is the closest meaning to the metaphor.",0,,0
Masa depanmu layaknya kota Jakarta di malam hari.,Masa depanmu cerah.,Masa depanmu gelap.,0,"{
  ""answer"": 1
}

The metaphor ""Masa depanmu layaknya kota Jakarta di malam hari"" compares the future to Jakarta at night, which is usually associated with darkness, traffic, and chaos. Therefore, the closest meaning to this metaphor is ""Masa depanmu gelap"" (Your future is dark), option 1.",1,,0
Mengejar cita-cita ibarat membalikkan telapak tangan.,Mengejar cita-cita sulit.,Mengejar cita-cita mudah.,1,"{
  ""answer"": 0
}

Explanation: In the metaphor, ""membalikkan telapak tangan"" means doing something that is very difficult or nearly impossible, just like achieving goals or dreams. Therefore, the meaning that is closest to the metaphor is option 0) Mengejar cita-cita sulit.",0,,0
"Membeli mobil, namun tidak memakainya bak menampung air dalam ember.","Membeli mobil, namun tidak memakainya sia-sia.","Membeli mobil, namun tidak memakainya berguna.",1,"{
  ""Explanation"": ""The metaphor is comparing buying a car but not using it to buying a water bucket but not using it to carry water, which implies it is useless or wasted."",
  ""Answer"": 0
}",0,,0
Tubuhku dulu sudah seperti ucok baba.,Tubuhku dulu tinggi dan kurus.,Tubuhku dulu pendek.,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""Tubuhku dulu sudah seperti ucok baba"" is a metaphor comparing the speaker's body to someone named Ucok Baba. Ucok Baba is known for being tall and skinny. Therefore, the closest meaning to this metaphor is option 0, which states ""Tubuhku dulu tinggi dan kurus.""",0,,0
Perjuangan masuk ITB adalah usaha orang kidal menulis menggunakan tangan kiri.,Perjuangan masuk ITB sulit.,Perjuangan masuk ITB mudah.,1,"{
  ""Explanation"": ""The metaphor compares the difficulty of entering ITB to a left-handed person writing with their right hand, implying that it is very challenging."",
  ""Answer"": 0
}",0,,0
Kedatangannya adalah banjir di siang bolong.,Kedatangannya berkah.,Kedatangannya musibah.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Kedatangannya adalah banjir di siang bolong."" suggests that the arrival is a blessing, bringing abundance or good fortune unexpectedly like a flood during the daytime. Therefore, the closest meaning is ""Kedatangannya berkah."" (option 0).",0,,0
Belajar bahasa Mandarin seperti berenang di saat kaki keram.,Belajar bahasa Mandarin sulit.,Belajar bahasa Mandarin mudah.,0,"{
  ""answer"": 1
} 

Explanation: Berenang di saat kaki keram berarti sulit atau terasa tidak nyaman. Jadi, dalam hal ini, metafora tersebut lebih cenderung menggambarkan bahwa belajar bahasa Mandarin sulit, sehingga opsi yang tepat adalah opsi 0.",1,,0
Hidup adalah perjuangan membersihkan hati mata.,Hidup itu sulit.,Hidup itu mudah.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Hidup adalah perjuangan membersihkan hati mata"" likens life to a struggle to cleanse the heart and mind. This implies that life is difficult and challenging, which aligns with option 0) Hidup itu sulit.",0,,0
Kesabaranmu bagaikan rambut bondol polwan.,Kesabaranmu panjang.,Kesabaranmu pendek.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""Kesabaranmu bagaikan rambut bondol polwan,"" the comparison is between patience and the short hair of a female police officer. Since a female police officer typically has short hair, the metaphor is implying that your patience is long or enduring. Therefore, the option ""Kesabaranmu panjang"" (Your patience is long) is the closest meaning to the metaphor.",0,,0
Alur cerita buku ini sedalam selokan sebelah rumahku.,Alur cerita buku ini dalam.,Alur cerita buku ini dangkal.,1,"{
  ""Explanation"": ""The metaphor compares the depth of the storyline in the book to the depth of a nearby sewer, implying that the story has a lot of complexity and depth."",
  ""Answer"": 0
}",0,,0
Pengalamanmu itu ibarat kertas bungkus gorengan.,Pengalamanmu itu berharga.,Pengalamanmu itu tidak berharga.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Pengalamanmu itu ibarat kertas bungkus gorengan"" compares experiences to the wrapping paper of a fried snack. In this case, the analogy implies that experiences are valuable, just like the wrapping paper is essential for holding the fried snack. Therefore, the closest meaning is option 0) Pengalamanmu itu berharga.",0,,0
Putus cinta ibarat mengigit apel ranum yang baru dipetik.,Putus cinta itu perih dan menyakitkan.,Putus cinta itu manis dan menyenangkan.,1,"{
  ""Explanation"": ""The metaphor compares a breakup to biting into a freshly-picked juicy apple, implying that it is painful and heartbreaking."",
  ""Answer"": 0
}",0,,0
Tas yang dia beli seharga uang parkir Indomaret.,Tas yang dia beli mahal.,Tas yang dia beli murah.,1,"{
  ""answer"": 0
} 

The metaphor ""Tas yang dia beli seharga uang parkir Indomaret"" implies that the bag purchased is expensive, similar to the cost of parking at Indomaret. Therefore, the closest meaning is option 0) Tas yang dia beli mahal (The bag he bought is expensive).",0,,0
Sepatunya sudah seperti burung gereja di halaman sekolah.,Sepatunya langka.,Sepatunya pasaran.,1,"{
  ""answer"": 0
}

The metaphor comparing the shoes to sparrows in the schoolyard implies that the shoes are rare or hard to find, similar to the rare sighting of sparrows in a schoolyard. Therefore, the closest meaning is option 0) Sepatunya langka (rare).",0,,0
Seorang pelajar harus memiliki jiwa layaknya pasien rumah sakit.,Seorang pelajar harus memiliki jiwa tangguh.,Seorang pelajar harus memiliki jiwa rentan.,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing a student to a patient in a hospital, implying that a student should have a strong and resilient spirit like a patient in a hospital who endures challenges and difficulties. Option 0) Seorang pelajar harus memiliki jiwa tangguh. is the closest meaning to the metaphor.",0,,0
Aku dan dia adalah Edward Cullen dan Bella Swan di Twilight.,Aku dan dia pasangan yang berakhir bahagia.,Aku dan dia pasangan yang tidak berakhir bahagia.,0,"{
  ""Explanation"": ""The metaphor compares the speaker and the other person to Edward Cullen and Bella Swan from the Twilight series, indicating a relationship that is intense and passionate and often tumultuous, similar to the characters' relationship in the story."",
  ""Answer"": 1
}",1,,0
Nyanyianmu seperti teriakan bayi yang ingin ganti popok.,Nyanyianmu tidak merdu.,Nyanyianmu merdu.,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares the singing to a baby's cry for a diaper change, implying that the singing is in need of improvement. Therefore, the closest meaning would be ""Nyanyianmu tidak merdu"" (Your singing is not melodious).",1,,0
Hadiah ulang tahunku tahun ini seperti jumlah bulan di langit.,Hadiah ulang tahunku tahun ini satu atau sedikit.,Hadiah ulang tahunku tahun ini banyak.,0,"{
  ""explanation"": ""The metaphor compares the birthday gifts received to the number of moons in the sky, implying that there are many gifts received."",
  ""answer"": 1
}",1,,0
Potongan rambutmu bak Tarzan.,Potongan rambutmu indah dan cantik.,Potongan rambutmu jelek dan berantakan.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Potongan rambutmu bak Tarzan"" compares the haircut to Tarzan, who is known for his wild and unkempt appearance. This implies that the haircut is messy and wild, similar to Tarzan's style. Option 1 suggests that the haircut is ugly and messy, which aligns with the metaphor. Therefore, option 1 is the closest meaning to the metaphor.",0,,0
Hidup tanpa ilmu bagai lampu bohlam 100 watt.,Hidup tanpa ilmu itu gelap.,Hidup tanpa ilmu itu terang.,1,"{
  ""Explanation"": ""A 100 watt light bulb provides brightness and illumination, so living without knowledge is like living in darkness."",
  ""Answer"": 0
}",0,,0
Anak kecil adalah kertas gorengan yang penuh dengan minyak.,Anak kecil itu suci.,Anak kecil itu profan.,1,"{
  ""Explanation"": ""The metaphor compares a child to a piece of fried paper full of oil, implying that children are innocent and pure like blank sheets before they interact with the world."",
  ""Answer"": 0
}",0,,0
Dia kini sudah sebesar tikus.,Dia kini tubuhnya besar.,Dia kini tubuhnya kecil.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Dia kini sudah sebesar tikus"" does not literally mean the person has grown as large as a mouse. It is used to indicate that the person has become very small or insignificant in importance. Therefore, the closest meaning to the metaphor is option 1) Dia kini tubuhnya kecil.",0,,0
Hadiah dari ibu ibarat sekarung besi berkarat.,Hadiah dari ibu berharga.,Hadiah dari ibu tidak berharga.,1,"{
  ""answer"": 0
} 

The metaphor ""Hadiah dari ibu ibarat sekarung besi berkarat"" implies that the gift from the mother is valuable, similar to a rusty iron chest which may not look appealing on the outside but contains precious treasures inside. Therefore, the option ""Hadiah dari ibu berharga"" is the closest meaning to the metaphor.",0,,0
Cuaca di Surabaya sepanas kulkas dua pintu.,Cuaca di Surabaya panas sekali.,Cuaca di Surabaya sejuk sekali.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares the weather in Surabaya to the heat of a two-door refrigerator, implying that the weather is very hot. Therefore, the closest meaning to the metaphor is option 0) Cuaca di Surabaya panas sekali.""
}",0,,0
Handphone miliknya bagai baju hangat nenek buyutku.,Handphone miliknya canggih.,Handphone miliknya kuno.,1,"{
  ""answer"": 0
} 

The metaphor ""Handphone miliknya bagai baju hangat nenek buyutku"" implies that the handphone is like a warm coat, possibly suggesting that the handphone is advanced or high-tech, providing comfort and utility similar to how a warm coat would keep someone cozy. Hence, the closest meaning would be option 0) Handphone miliknya canggih (advanced).",0,,0
Lagu yang kau nyanyikan ibarat bunyi klakson pengendara di lampu merah yang baru saja berubah hijau.,Lagu yang kau nyanyikan merdu.,Lagu yang kau nyanyikan berisik dan mengganggu.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the song you are singing to the sound of a driver honking at a newly green traffic light. The sound of a driver honking in this context usually refers to something being loud or annoying. Therefore, the closest meaning to the metaphor would be that the song you are singing is beautiful or pleasant (option 0).",0,,0
Rasa sakit ini bagai digigit anak semut.,Rasa sakit ini sakit sekali.,Rasa sakit ini tidak sakit sama sekali.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Rasa sakit ini bagai digigit anak semut"" compares the pain to being bitten by a baby ant, implying that the pain is very minimal or almost nonexistent. Therefore, the closest meaning would be ""Rasa sakit ini tidak sakit sama sekali.""",0,,0
Penjelasanmu sejelas penglihatan orang rabun tanpa kacamata.,Penjelasanmu tidak jelas.,Penjelasanmu jelas.,0,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing the clarity of the explanation to the vision of a person with poor eyesight without glasses. In this case, it means the explanation is clear and easy to understand. Therefore, the closest meaning is ""Penjelasanmu jelas.""",1,,0
Perasaan ini sepertinya sudah sedalam kolam renang anak SD.,Perasaan ini dalam.,Perasaan ini dangkal.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the depth of the feelings to a swimming pool for elementary school children. A swimming pool for elementary school children is typically shallow, so the correct option is ""Perasaan ini dalam"" which means deep.",0,,0
Ia belanja seolah-olah akan terjadi lockdown besok pagi.,Ia belanja seperti orang kerasukan.,Ia belanja sesuai kebutuhan.,0,"{
  ""Explanation"": ""The metaphor compares the shopping behavior to preparing for a lockdown, indicating that the person is buying as if they are anticipating a shortage or restricted movement."",
  ""Answer"": 1
}",1,,0
Berkencan denganmu bagai berkencan dengan pangeran kodok.,Berkencan denganmu menyenangkan.,Berkencan denganmu memalukan.,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing dating with the person to dating a frog prince is meant to convey the idea that dating the person is enjoyable and magical, not embarrassing. Therefore, the closest meaning is option 0) Berkencan denganmu menyenangkan.",0,,0
Jumlah uang di dompetku seperti jumlah kaki ular.,Jumlah uang di dompetku banyak.,Jumlah uang di dompetku tidak ada.,1,"{
  ""answer"": 0
} 
The metaphor comparing the amount of money in the wallet to the number of legs a snake has suggests that there is a lot of money in the wallet (option 0). Just as a snake has many legs, implying abundance, having many legs in this metaphor signifies having a large amount of money.",0,,0
Anak sematawayang adalah pinjaman online yang tak kunjung lunas.,Anak sematawayang berharga.,Anak sematawayang beban.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, comparing an only child to an online loan that never seems to be fully repaid implies that the child is valuable. This is because they are seen as a precious gift or a priceless treasure. Therefore, option 0) Anak sematawayang berharga is the closest meaning to the metaphor.",0,,0
"Aku pikir, kehidupan itu layaknya mengendarai mobil di jalan tol.","Aku pikir, kehidupan itu penuh tantangan.","Aku pikir, kehidupan itu bebas hambatan.",1,"{
  ""answer"": 0
} 

Explanation: The metaphor comparing life to driving a car on the highway suggests that life is full of challenges and obstacles (option 0), rather than being smooth and obstacle-free (option 1).",0,,0
Hiduplah seperti kanebo kering.,Hidup harus fleksibel.,Hidup harus kaku.,1,"{
  ""answer"": 0
}

Explanation: Kanebo kering adalah kain yang fleksibel dan lembut, sehingga hidup seperti kanebo kering berarti hidup harus fleksibel, adaptif, dan tidak kaku. Option 0) Hidup harus fleksibel merupakan makna yang lebih dekat dengan metafora tersebut.",0,,0
Bantuanmu ibarat jas hujan yang dipakai di siang bolong ketika matahari terik.,Bantuanmu tidak berguna.,Bantuanmu sangat membantu.,0,"{
  ""answer"": 1
} 

The metaphor compares the help received to a raincoat worn during hot sunny days, indicating that the help received is very beneficial and helpful.",1,,0
Aku merasa seperti anak sultan yang sudah tidak mampu memasukkan makanan ke dalam mulutnya.,Aku merasa lapar sekali.,Aku merasa kenyang sekali.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Aku merasa seperti anak sultan yang sudah tidak mampu memasukkan makanan ke dalam mulutnya"" implies a feeling of hunger as the inability to eat, rather than feeling full or satiated. Therefore, the closest meaning is option 0) Aku merasa lapar sekali.",0,,0
Dia membawa koper segede saku seragam pramuka anak SD.,Dia membawa koper besar.,Dia membawa koper kecil.,1,"{
  ""answer"": 0
} 

The metaphor ""Dia membawa koper segede saku seragam pramuka anak SD"" compares the size of the suitcase the person is carrying to the uniform pocket of an elementary school scout. This implies that the person is carrying a big suitcase, similar to the large size of a scout uniform pocket. Therefore, the option ""0) Dia membawa koper besar"" is the closest meaning to the metaphor.",0,,0
Larinya secepat porter stasiun yang memikul dua koper besar.,Larinya cepat.,Larinya lambat.,1,"{
  ""answer"": 0
} 

The metaphor is comparing someone's speed to that of a train station porter carrying two large suitcases, implying that the person is fast and efficient in running. Therefore, the closest meaning to the metaphor is option 0) Larinya cepat (fast).",0,,0
Pacar kakakku ibarat buah yang sudah tidak layak dipetik.,Pacar kakakku terlalu muda.,Pacar kakakku terlalu tua.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the sister's boyfriend to a fruit that is no longer suitable for picking. This implies that the boyfriend is too young (not ripe) to be in a relationship, hence the correct option is ""Pacar kakakku terlalu muda"" (Sister's boyfriend is too young).",0,,0
Rambut adikku sudah sepanjang sumbu lilin.,Rambut adikku panjang.,Rambut adikku pendek.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'Rambut adikku sudah sepanjang sumbu lilin.' compares the length of the hair to a candle wick, implying that the hair is long.""
}",0,,0
Pengalamannya sudah seluas liang kubur.,Pengalamannya luas.,Pengalamannya sempit.,1,"{
  ""answer"": 0
}

The metaphor ""seluas liang kubur"" means the experience is broad and extensive, similar to the size of a grave. Option 0) Pengalamannya luas best represents this meaning. Option 1) Pengalamannya sempit does not fit the metaphor.",0,,0
Baju yang kamu kenakan ibarat anak bayi menggunakan baju anak SD.,Baju yang kamu kenakan kebesaran.,Baju yang kamu kenakan kekecilan.,0,"{
  ""answer"": 1
}

Explanation: Anak bayi using a grade schooler's outfit means the outfit is too small, not too big. Thus, the correct option is ""Baju yang kamu kenakan kekecilan"" (The outfit you are wearing is too small).",1,,0
Jarak dari Rumah Bejo ke sekolah jarak dari sini ke depan gang .,jarak rumah Bejo ke sekolah jauh .,jarak rumah Bejo ke sekolah dekat .,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing the distance from Bejo's house to school to the distance from the current location to the end of the alley. Since the original sentence mentions ""dari sini ke depan gang"" which implies a short distance, the closest meaning would be ""jarak rumah Bejo ke sekolah dekat"" (option 1)",0,,0
Mega menerima hadiah tersebut dengan tinggi hati.,Mega menerima hadiah tersebut dengan sombong.,Mega menerima hadiah tersebut dengan santun.,0,"{
  ""answer"": 1
} 

The correct option is 1) Mega menerima hadiah tersebut dengan santun.

Explanation: Since Mega received the gift with humility, it is more likely that the meaning of ""tinggi hati"" in this context is closer to being gracious or polite rather than being arrogant.",1,,0
Tinggi tanaman ini setinggi pohon toge.,Tanaman ini pendek.,Tanaman ini tinggi.,0,"{
  ""answer"": 1
}

This metaphor is comparing the height of the plant to the height of a ""pohon toge"", which is known to be tall. Therefore, the closest meaning to the metaphor is Option 1) Tanaman ini tinggi.",1,,0
Dosen pembimbing kami seperti rumput liar.,Dosen pembimbing kami Sulit ditemui.,Dosen pembimbing kami mudah ditemui.,1,"{
  ""answer"": 0
}

The metaphor ""Dosen pembimbing kami seperti rumput liar"" implies that our mentors are difficult to find, just like how wild grass can be hard to locate or control. Therefore, the closest meaning is option 0) Dosen pembimbing kami Sulit ditemui.",0,,0
Jam kerja di kantor ini seperti tempat bermain anak-anak.,Jam kerja di kantor ini tidak kenal waktu.,Jam kerja di kantor ini teratur.,1,"{
  ""answer"": 0
} 

The metaphor ""Jam kerja di kantor ini seperti tempat bermain anak-anak"" implies that working hours in the office are unpredictable and do not follow a set schedule, similar to how children's playtime can be spontaneous and carefree. Option 0) ""Jam kerja di kantor ini tidak kenal waktu"" is the closest meaning as it conveys the idea of the working hours being unpredictable and not bound by time constraints.",0,,0
