Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Acuk rerencangan abdi sapertos awewe nu arek mangkal.,Acuk rerencangan abdi katutup,Acuk rerencangan abdi kabuka.,1,"{
  ""Explanation"": ""In this metaphor, 'Acuk rerencangan' is compared to a closed book for 'katutup', meaning the plan is secretive or hidden. Therefore, the closest meaning is 'Acuk rerencangan abdi katutup.'"",
  ""Answer"": 0
}",0,,0
Kahayang abdi mah sagede truk,Kahayang abdi mah seueur,Kahayang abdi mah saalit.,0,"{
  ""answer"": 1
}

Explanation: In this metaphor, the comparison is between a truck and being tired. The word ""sagede"" in Sundanese means big or heavy, so it is comparing the feeling of tiredness to a large truck. The word ""seueur"" means slow, which is a closer match to being tired compared to the word ""saalit"" which means light or easy. Therefore, the correct option is 1) Kahayang abdi mah saalit.",1,,0
Kahayang abdi mah sagede keresek indomaret.,Kahayang abdi mah seueur,Kahayang abdi mah saalit.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Kahayang abdi mah sagede keresek indomaret"" likely means that the speaker has many tasks to complete and needs to prioritize them. Option 0) ""Kahayang abdi mah seueur"" which means ""I have a lot of things to do"" is the closest in meaning to this metaphor as it conveys the idea of having many tasks to complete. Option 1) ""Kahayang abdi mah saalit"" which means ""I am feeling lazy"" is not as relevant to the metaphor.",0,,0
Tutumbenan masakan dinten ieu kawas masakan sesa minggu kamari.,Tutumbenan masakan dinten ieu raos pisan,Tutumbenan masakan dinten ieu teu raos.,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing the difficulty level of cooking today to the previous week. Option 0) Tutumbenan masakan dinten ieu raos pisan (Today's cooking is much easier) is the closest in meaning to the metaphor, as it implies that today's cooking is not as challenging as it was the previous week. Option 1) Tutumbenan masakan dinten ieu teu raos (Today's cooking is not difficult) does not capture the comparison to the cooking done a week ago.",0,,0
Kaca di kamar abdi meuni sagede kaca spion,Kaca di kamar abdi meuni alit,Kaca di kamar abdi meuni ageung.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Kaca di kamar abdi meuni sagede kaca spion"" translates to ""The mirror in my room is as big as a side mirror."" In this context, the comparison is emphasizing the large size of the mirror, similar to a side mirror on a car. Thus, the closest meaning would be ""Kaca di kamar abdi meuni ageung,"" which means ""The mirror in my room is big.""",1,,0
Akuarium hotel ieu meuni saageung keler kue.,Akuarium hotel ieu ageung,Akuarium hotel ieu alit.,1,"{
	""answer"": 0
}

Explanation: In this metaphor, the aquarium is being compared to a hotel. The word ""keler"" in Sundanese can mean ""large"" or ""spacious"", while ""ageung"" means ""big"" or ""grand"". Therefore, the meaning closest to the metaphor would be that the aquarium hotel is big (option 0).",0,,0
Mun jadi jalmi ulah sok pondok hate.,Mun jadi jalmi ulah sok agul,Mun jadi jalmi ulah sok pesimis.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, the phrase ""sok pondok hate"" implies someone who acts like they know everything or are always right. Therefore, the option ""0) Mun jadi jalmi ulah sok agul"" which means ""if you become a person who always thinks they are right"" is the closest meaning to the metaphor.",0,,0
Diajar ekonomi sapertos renang di kulah cai es,Diajar ekonomi nyengsarakeun,Diajar ekonomi nyenengkeun.,0,"{
  ""answer"": 1
}

Explanation: The metaphor mentions learning economics like swimming in icy water, which signifies that it is difficult and challenging. Option 0) ""Diajar ekonomi nyengsarakeun"" means learning economics is difficult, which aligns with the metaphor. Option 1) ""Diajar ekonomi nyenengkeun"" means learning economics is enjoyable, which is not consistent with the metaphor. Therefore, the answer is option 0.",1,,0
Tisu merek eta mah saalus karung beas.,Tisu merek eta mah alus,Tisu merek eta mah kasar.,1,"{
  ""question"": ""Tisu merek eta mah saalus karung beas."",
  ""option_0"": ""Tisu merek eta mah alus"",
  ""option_1"": ""Tisu merek eta mah kasar."",
  ""explanation"": ""The metaphor 'Tisu merek eta mah saalus karung beas' means the tissue brand is very soft, comparing it to the softness of a baby's skin. Therefore, the meaning 'Tisu merek eta mah alus' is the closest as it aligns with the metaphor's positive connotation of softness."",
  ""answer"": 0
}",0,,0
Omongan presiden teh umpama cai di daun taleus,Omongan presiden teh gonta-ganti,Omongan presiden teh ajeg.,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, the president's words are compared to tea steeped in tea leaves. Tea that is ""ajeg"" or strong and consistent, would be a closer meaning to the metaphor than tea that changes flavors, represented by ""gonta-ganti.""",1,,0
Kualitas koper anyar teh kos urut batur,Kualitas koper anyar teh butut,Kualitas koper anyar teh alus.,0,"{
  ""answer"": 1
} 

The metaphor implies that the quality of a new copper kettle is like a clear and smooth stream, which suggests that the quality is good. Therefore, the closest meaning is Option 1: Kualitas koper anyar teh alus (The quality of the new copper kettle is good).",1,,0
Ngadangukeun lagu Yura Yunita sapertos hujan guludug.,Ngadangukeun lagu Yura Yunita nenangkeun,Ngadangukeun lagu Yura Yunita gandeng tur ngaganggu.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ngadangukeun lagu Yura Yunita sapertos hujan guludug"" means ""listening to Yura Yunita's song is like gentle rain."" Option 0) ""Ngadangukeun lagu Yura Yunita nenangkeun"" means ""listening to Yura Yunita's song is soothing,"" which is closest to the metaphor of gentle rain. Option 1) ""Ngadangukeun lagu Yura Yunita gandeng tur ngaganggu"" means ""listening to Yura Yunita's song is annoying and disturbing,"" which is not in line with the metaphor.",0,,0
Tumpeng damelan si uwak meuni sajangkung meja lipet lesehan.,Tumpeng damelan si uwak jangkung,Tumpeng damelan si uwak pondok.,1,"{
  ""answer"": 0
} 

Explanation: Tumpeng is typically a cone-shaped rice dish served during special occasions in Indonesian culture. Here, the metaphor of ""tumpeng damelan si uwak meuni sajangkung meja lipet lesehan"" suggests a gathering or event where the main focus is on the central tumpeng dish. Option 0) Tumpeng damelan si uwak jangkung is the closest meaning as ""jangkung"" means tall or prominent, which aligns with the idea of the tumpeng being the center of attention at the event. Option 1) Tumpeng damelan si uwak pondok does not fit the metaphor as ""pondok",0,,0
Buku sakola ayeuna sakandeul koran,Buku sakola ayeuna ipis,Buku sakola ayeuna kandeul.,0,"{
  ""answer"": 1
}

Explanation: In this metaphor, ""Buku sakola ayeuna sakandeul koran"" means ""The school books now look like the pages of a Quran."" The closest meaning among the options is ""Buku sakola ayeuna kandeul,"" which translates to ""The school books now resemble the pages of a Quran."" Therefore, option 1 is the correct choice.",1,,0
Cuaca dinten ieu sapertos langit nu nuju sedih,Cuaca dinten ieu hujan,Cuaca dinten ieu cerah.,0,"{
  ""answer"": 1
} 

The metaphor ""Cuaca dinten ieu sapertos langit nu nuju sedih"" can be interpreted as ""the weather today is like a sky heading towards sadness."" This implies that the weather is gloomy and possibly overcast, which is closer in meaning to option 0) Cuaca dinten ieu hujan (rainy weather).",1,,0
Biaya listrik makin kiwari makin kos porosotan.,Biaya listrik makin kiwari makin naek,Biaya listrik makin kiwari makin turun.,1,"{ ""Answer"": 0}

This metaphor is comparing the increase in electricity costs to the rising of a mountain. Therefore, the closest meaning to the metaphor is ""Biaya listrik makin kiwari makin naek"" which means ""electricity costs are getting higher and higher.""",0,,0
Karpet anyar teh warnana jiga areng.,Karpet anyar teh warnana cerah,Karpet anyar teh warnana poek.,1,"{
  ""explanation"": ""The metaphor is comparing the color of the new carpet to a bright yellow, suggesting that it is vibrant and eye-catching."",
  ""answer"": 0
}",0,,0
Gawe tanpa elmu umpama ngala lauk di akuarium make jaring.,Gawe tanpa elmu sesah,Gawe tanpa elmu gampil.,1,"{
  ""Explanation"": ""The metaphor compares doing something without knowledge to catching fish in an aquarium without a net. The closest meaning is that doing something without knowledge is difficult, similar to trying to catch fish in an aquarium without a net."",
  ""Answer"": 0
}",0,,0
Poto kawinan anjeun sapertos poto di kalender toko emas.,Poto kawinan anjeun estetik,Poto kawinan anjeun teu estetik.,1,"{
  ""Explanation"": ""The metaphor compares a wedding photo to a photo in a jewelry store calendar, implying that the wedding photo is aesthetically pleasing like a professional photograph in a calendar for a jewelry store."",
  ""Answer"": 0
}",0,,0
Harga anduk di toko ieu samirah dp bumi di komplek elit.,Harga anduk di toko ieu mirah,Harga anduk di toko ieu awis.,1,"{
  ""answer"": 0
}

The metaphor compares the price of ducks in a particular store to Mirah, implying that it is expensive or valuable. Option 0) Harga anduk di toko ieu mirah is the closest meaning as Mirah is associated with high quality or value in this context. Option 1) Harga anduk di toko ieu awis does not fit the metaphor as ""awis"" does not carry the connotation of being expensive or valuable.",0,,0
Desain Totoya nu anyar kawas mobil cocooan.,Desain Toyota nu anyar keren tur canggih,Desain Toyota nu anyar butut.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing the new design of Toyota to a cocoon, which symbolizes metamorphosis and transformation. Therefore, the closest meaning would be that the new design of Toyota is cool and advanced, similar to how a caterpillar transforms into a butterfly inside a cocoon.""
}",0,,0
Naek gunung Sumbing umpama naek gunung nganggo sapatu roda,Naek gunung Sumbing sesah,Naek gunung Sumbing gampil.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Naek gunung Sumbing umpama naek gunung nganggo sapatu roda"" compares climbing Mount Sumbing to climbing it wearing a roller skate. This implies that climbing Mount Sumbing is difficult and challenging, similar to trying to climb a mountain with a roller skate which is not suitable for the task. The option ""Naek gunung Sumbing gampil"" (Mount Sumbing is easy) is the opposite of the metaphor and does not accurately reflect the meaning of the comparison. Hence, the correct option is ""Naek gunung Sumbing sesah"" (Mount Sumbing is difficult), as it aligns with the challenging nature of the metaphor.",1,,0
Naek gunung Sumbing umpama naek gunung digandong porter.,Naek gunung Sumbing sesah,Naek gunung Sumbing gampil.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Naek gunung Sumbing umpama naek gunung digandong porter"" compares climbing Mount Sumbing to being carried by a porter. This implies that the journey up the mountain is difficult and challenging, similar to how it would be if someone had to be carried up. Option 0) ""Naek gunung Sumbing sesah"" closely reflects the challenging and difficult nature of the metaphor.",0,,0
Kulah lauk di bumi aki salega bagasi motor,Kulah lauk di bumi aki leutik,Kulah lauk di bumi aki lega.,0,"{
  ""Explanation"": ""In this metaphor, 'kulah lauk di bumi aki salega bagasi motor' is describing something out of place or unusual on the ground, which is the motorbike luggage. Out of the options given, 'Kulah lauk di bumi aki lega' means something that is misplaced or out of the ordinary, similar to the motorbike luggage on the ground."",
  ""Answer"": 1
}",1,,0
Rorompok amih lamun nuju seueur dulur kawas bumi di tengah leuweung.,Rorompok amih lamun nuju seueur dulur rame tur gandeng,Rorompok amih lamun nuju seueur dulur tiiseun tur jempling.,1,"{
  ""answer"": 0
}

Explanation: The phrase ""Rorompok amih lamun nuju seueur dulur kawas bumi di tengah leuweung"" metaphorically refers to a group of ants carrying food back to their colony in the middle of the forest. Option 0) ""Rorompok amih lamun nuju seueur dulur rame tur gandeng"" which means ""a group of ants carrying food together in an orderly manner"" is the closest interpretation to the metaphor. This option captures the idea of unity and collaboration among the ants, similar to how people work together towards a common goal.",0,,0
Kelas X IPS mah aya teu aya guru umpama barudak di perpustakaan.,Kelas X IPS mah aya teu aya guru gandeng,Kelas X IPS mah aya teu aya guru jempling.,1,"{
  ""answer"": 0
} 

Explanation: In the metaphor, ""Kelas X IPS mah aya teu aya guru umpama barudak di perpustakaan"", the comparison is between the presence or absence of a teacher in the classroom and the behavior of children in a library. In a library, children without adult supervision may behave like a ""barudak"" or misbehave, whereas with a teacher present, they would be more disciplined. Therefore, option 0) ""Kelas X IPS mah aya teu aya guru gandeng"" which suggests that with a teacher around, the students would be well-behaved, is the closest meaning to the metaphor.",0,,0
Sapatu pamere mamang teh kawas sapatu meunang nginjeum,Sapatu pamere mamang teh teu mahi,Sapatu pamere mamang teh mahi.,0,"{
  ""Explanation"": ""The metaphor is comparing winning a shoe to getting a smile, implying that winning a shoe brings happiness."",
  ""Answer"": 1
}",1,,0
Lomari di kamar pun kolot saageung bagasi mobil sedan.,Lomari di kamar pun kolot ageung,Lomari di kamar pun kolot alit.,1,"{
  ""Explanation"": ""The metaphor is comparing the clutter in the room to the limited space in the trunk of a sedan car."",
  ""Answer"": 0
}",0,,0
Lukisan ieu sapertos karya budak nu keur diajar ngagambar.,Lukisan ieu alus,Lukisan ieu butut.,1,"{
  ""question"": ""Lukisan ieu sapertos karya budak nu keur diajar ngagambar."",
  ""options"": {
    ""0"": ""Lukisan ieu alus"",
    ""1"": ""Lukisan ieu butut""
  },
  ""answer"": 0
}

Explanation: The metaphor compares the painting to the work of a child who is just learning to draw. This implies that the painting is well-crafted or skillfully done, similar to how a child's drawing may show potential and talent. Therefore, the closest meaning to the metaphor is ""Lukisan ieu alus"" which translates to ""This painting is well-done.""",0,,0
Jolang di bumi rerencangan abdi kawas kulah lauk,Jolang di bumi rerencangan abdi ageung,Jolang di bumi rerencangan abdi alit.,0,"{
  ""Explanation"": ""The metaphor compares the speaker's status or importance to the size of the fish (kulah lauk). 'Kulah lauk' is a small fish, so the meaning 'Jolang di bumi rerencangan abdi alit' (small) is the closest choice."",
  ""Answer"": 1
}",1,,0
Jolang di bumi rerencangan abdi kawas gayung.,Jolang di bumi rerencangan abdi ageung,Jolang di bumi rerencangan abdi alit.,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing someone's presence on Earth to using a tool (gayung). The word ""ageung"" in Sundanese means big or significant, so the correct meaning would be ""Jolang di bumi rerencangan abdi ageung"" which translates to ""Walking on Earth, my existence is important"".",0,,0
Sangu di warung ieu mah sapertos sangu beres akeul,Sangu di warung ieu pulen,Sangu di warung ieu heuras.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor here is comparing the feeling of being satisfied after finishing a meal to feeling refreshed and energized after visiting this particular shop. ""Sangu di warung ieu heuras"" means feeling refreshed, similar to feeling revitalized after a good meal.",1,,0
Martabak Mang Idoy umpama emas nu hargana naek.,Martabak Mang Idoy payu,Martabak Mang Idoy teu payu.,1,"{
  ""answer"": 0
}  

This metaphor is comparing ""Martabak Mang Idoy"" to gold whose value increases. Option 0) ""Martabak Mang Idoy payu"" means ""Martabak Mang Idoy is precious,"" which closely conveys the metaphorical meaning.",0,,0
Laut di Sukabumi kawas kelas meunang piket,Laut di Sukabumi beresih,Laut di Sukabumi bala.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Laut di Sukabumi kawas kelas meunang piket"" can be interpreted as a situation where the sea in Sukabumi is calm and peaceful. Option 0) ""Laut di Sukabumi beresih"" also conveys this sense of calmness and cleanliness, while option 1) ""Laut di Sukabumi bala"" does not match the metaphor as it means the sea in Sukabumi is dangerous or turbulent.",1,,0
Laut di Sukabumi kawas lapang urut konser.,Laut di Sukabumi beresih,Laut di Sukabumi bala.,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing the sea in Sukabumi which is calm and peaceful, hence the closest meaning is 'Laut di Sukabumi beresih' (calm sea in Sukabumi).""
}",0,,0
Twitter jaman kiwari makin sapertos warung bakso jam 12 beurang basa keur bulan puasa.,Twitter jaman kiwari makin rame,Twitter jaman kiwari makin tiiseun.,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares Twitter during the old days to a busy ""warung bakso"" (meatball soup stall) at 12 o'clock during fasting month. The option ""Twitter jaman kiwari makin rame"" (Twitter nowadays is getting more crowded) is closer in meaning as it implies that Twitter in the present time is becoming busier and more populated, similar to how a food stall would be during peak hours.",0,,0
Hargi sewa mobil di dieu saharga biaya naek beca.,Hargi sewa mobil di dieu awis,Hargi sewa mobil di dieu mirah.,1,"{
  ""question"": ""Hargi sewa mobil di dieu saharga biaya naek beca."",
  ""options"": {
    ""0"": ""Hargi sewa mobil di dieu awis"",
    ""1"": ""Hargi sewa mobil di dieu mirah.""
  },
  ""answer"": 0
} 

Explanation: The metaphor implies that the price of renting a car is similar to the cost of riding a bike, suggesting that renting a car is affordable. Option 0) ""Hargi sewa mobil di dieu awis"" translates to ""Renting a car here is cheap,"" which aligns closely with the intended meaning of the metaphor. Option 1) ""H",0,,0
Huntu Si Joko jiga seragam golkar,Huntu Si Joko koneng,Huntu Si Joko bodas.,0,"{
  ""answer"": 1
} 

The metaphor ""Huntu Si Joko jiga seragam golkar"" suggests that Huntu Si Joko is associated with golkar, which is a political party in Indonesia. Therefore, the closest meaning would be ""Huntu Si Joko bodas"" which means ""Huntu Si Joko is aligned with golkar.""",1,,0
Huntu Si Joko jiga mukena lebaran.,Huntu Si Joko koneng,Huntu Si Joko bodas.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""Si Joko"" is compared to a ""Huntu,"" which means a ghost or a spirit. The word ""mukena"" means to disappear or vanish. Therefore, the closest meaning to the metaphor would be ""Huntu Si Joko koneng,"" which means ""Joko suddenly disappeared.""",0,,0
Manehna ngahasilkeun artos jiga milarian cai di gurun.,Manehna ngahasilkeun artos meuni gampil,Manehna ngahasilkeun artos hese pisan.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Manehna ngahasilkeun artos jiga milarian cai di gurun"" refers to counting money in the middle of the desert. The closest meaning out of the options is ""Manehna ngahasilkeun artos meuni gampil"" which means counting money is simple.",0,,0
Biwirna ngucapkeun kecap kawas cabe,Biwirna ngucapkeun kecap nu mikeun nyeri hate,Biwirna ngucapkeun kecap mikeun bungah.,0,"{
  ""answer"": 1
}

The metaphor ""Biwirna ngucapkeun kecap kawas cabe"" can be interpreted as expressing something that brings pain or discomfort, similar to the taste of a spicy chili. Option 0) Biwirna ngucapkeun kecap nu mikeun nyeri hate, translates to ""expressing words that cause heartache or pain"", which aligns more closely with the metaphor.",1,,0
Manehna angkat liburan nganggo manuk beusi.,Manehna angkat liburan nganggo motor,Manehna angkat liburan nganggo pesawat.,1,"{
""answer"": 0,
""explanation"": ""The metaphor is comparing the activity of taking a vacation to riding a horse (manuk beusi). Since a horse is used for leisurely activities like riding for fun or relaxing, the closest meaning would be option 0) Manehna angkat liburan nganggo motor (riding a motorbike for vacation).""
}",0,,0
"Ceuk babaturanana, manehna mangrupikeun jalma sirah batu","Ceuk babaturanana, manehna mangrupikeun jalma keras kepala","Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun.",0,"{
  ""answer"": 1
}

Explanation: In the metaphor, ""jalma sirah batu"" translates to ""a person with a stone head."" This implies that the person is stubborn, rigid, and unyielding in their thoughts or actions. Option 1 accurately captures this meaning by stating ""jalma anu ngartikeun,"" which means ""a person who is stubborn."" Option 0, on the other hand, suggests ""jalma keras kepala,"" which means ""a person with a hard head,"" focusing more on the physical attribute rather than the metaphorical meaning of being stubborn.",1,,0
Manehna jalmi nu tiis leungeun,Manehna jalmi nu bisa naon wae,Manehna jalmi nu teu bisa nanaon.,0,"{""answer"":1}

This metaphor is comparing someone who is constantly making excuses to water that cannot be held by a sieve. Option 1) Manehna jalmi nu teu bisa nanaon (someone who is unable to hold water) is the closest meaning to the metaphor.",1,,0
Manehna jalmi nu panas leungeun.,Manehna jalmi nu bisa naon wae,Manehna jalmi nu teu bisa nanaon.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Manehna jalmi nu panas leungeun"" translates to ""A person who is hot in the afternoon,"" which means someone who is bothered or irritated. Option 0) Manehna jalmi nu bisa naon wae translates to ""A person who can't stand it anymore,"" which is the closest in meaning to being bothered or irritated. Option 1) Manehna jalmi nu teu bisa nanaon translates to ""A person who can't do anything,"" which is not as fitting in this context.",0,,0
Manehna tampil siga semut dina taneuh.,Manehna tampil siga percaya diri,Manehna tampil siga henteu percaya diri.,1,"{
  ""Explanation"": ""In this metaphor, the first option 'Manehna tampil siga percaya diri' is closer in meaning as it reflects the confidence exuded by someone appearing like an ant in the ground."",
  ""Answer"": 0
}",0,,0
Dina éta balapan manehna jiga béntang lapangan,Dina éta balapan manehna jiga idola,Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun.,0,"{
  ""answer"": 1
}  

The metaphor compares Dina to a star in the sky, shining brightly and attracting attention. Option 1) ""Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun"" means Dina stands out like a star that is not taken into account, which closely resembles the metaphor.",1,,0
Eta lalaki kawas penyihir.,Eta lalaki kawas sae pisan,Eta lalaki kawas jahat pisan.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Eta lalaki kawas penyihir"" suggests that the man is very skilled and proficient. Instead of meaning that the man is extremely evil (""jahat pisan""), the closer meaning is that he is very good or talented (""sae pisan""). So, the option 0) ""Eta lalaki kawas sae pisan"" is the appropriate choice.",0,,0
Manehna mangrupakeun pamingpin anu haneut hate,Manehna mangrupakeun pamingpin anu ngartikeun,Manehna mangrupakeun pamingpin anu teu ngartikeun.,0,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing the leader to a sharp knife. In this context, ""anu haneut hate"" refers to a leader who makes tough decisions and enforces discipline, which is closer in meaning to option 1) Manehna mangrupakeun pamingpin anu teu ngartikeun (does not compromise).",1,,0
Manehna mangrupakeun pamingpin anu tiis hate.,Manehna mangrupakeun pamingpin anu ngartikeun,Manehna mangrupakeun pamingpin anu teu ngartikeun.,1,"{
  ""answer"": 0
} 

In this metaphor, ""Manehna mangrupakeun pamingpin anu tiis hate"" translates to ""He carries a burden that weighs heavy on his heart."" The closest meaning among the options is ""Manehna mangrupakeun pamingpin anu ngartikeun"" which translates to ""He carries a burden that signifies something."" The burden symbolizes the emotional weight or hardship the person is carrying, which is better represented by the option 0.",0,,0
Budak eta mah lurus haté,Budak eta mah baik,Budak eta mah sombong.,0,"{
  ""answer"": 1
}

Explanation: In this metaphor, ""Budak eta mah lurus haté"" compares someone to a straight bamboo shoot, which is humble and upright. On the other hand, ""Budak eta mah sombong"" means proud. So, the closest meaning to the metaphor would be option 1) Budak eta mah sombong, as it contrasts with the humble and upright nature depicted in the metaphor.",1,,0
Ushana nalika pandemi teh kawas jalanna kura-kura.,Usahana nalika pandemi teh kawas lancar pisan,Usahana nalika pandemi teh kawas hese pisan.,1,"{
  ""Explanation"": ""In this metaphor, the mention of a snake (ular) represents danger or threat, while the mention of a turtle (kura-kura) represents safety or protection. Therefore, the closest meaning to the metaphor is option 0) Usahana nalika pandemi teh kawas lancar pisan."",
  ""Answer"": 0
}",0,,0
Eta jelema teh kawas kertas kosong.,Eta jelema teh kawas berilmu,Eta jelema teh kawas teu ngarti nanaon.,1,"{
  ""explanation"": ""The metaphor 'eta jelema teh kawas kertas kosong' implies that the person mentioned is like a blank piece of paper, meaning they are knowledgeable."",
  ""answer"": 0
}",0,,0
Manehna ngarasa kawas raja leutik,Manehna ngarasa kawas boga kuasa,Manehna ngarasa kawas teu boga kuasa.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Manehna ngarasa kawas raja leutik"" translates to ""feeling like a small king"". This is not about having power like a king (Option 0), but rather about feeling important or special in a humble way (Option 1).",1,,0
Manehna ngarasa kawas sampah masarakat.,Manehna ngarasa kawas boga kuasa,Manehna ngarasa kawas teu boga kuasa.,1,"{
""answer"": 0
}

Explanation: The metaphor ""Manehna ngarasa kawas sampah masarakat"" translates to ""Feeling like the trash in society."" In this context, ""sampah masarakat"" (trash in society) implies feeling worthless or unimportant, which is closer in meaning to ""Manehna ngarasa kawas boga kuasa"" (feeling powerless) rather than ""Manehna ngarasa kawas teu boga kuasa"" (feeling powerful).",0,,0
"Lamun diperlukeun, manehna senang pikeun pangku lengeun.","Lamun diperlukeun, manehna senang pikeun ngabantu","Lamun diperlukeun, manehna senang pikeun cicing wae.",1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Lamun diperlukeun, manehna senang pikeun pangku lengeun"" translates to ""If needed, it is easy to lend a hand."" Option 0) ""Lamun diperlukeun, manehna senang pikeun ngabantu"" means ""If needed, they are happy to help,"" which closely relates to the metaphor, indicating a willingness to assist when necessary. Option 1) ""Lamun diperlukeun, manehna senang pikeun cicing wae"" means ""If needed, they are happy to just watch,"" which does not align with the metaphor",0,,0
Artis eta téh keur naék,Artis eta téh keur kawentar,Artis eta téh keur boga masalah.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Artis eta téh keur naék"" is closer in meaning to option 1) ""Artis eta téh keur boga masalah"" which translates to ""The artist and the tea are in trouble."" This conveys that there is a problem or difficulty being faced by the artist and the tea.",1,,0
"Ceuk tatanggana, manehna teh hate leutik.","Ceuk tatanggana, manehna teh baik","Ceuk tatanggana, manehna teh pelit.",1,"{
  ""Explanation"": ""The metaphor is comparing someone's behavior to being generous or stingy."",
  ""Answer"": 0
}",0,,0
Babaturan kuring nyaéta jalma anu panjang leungeun.,Babaturan kuring nyaéta jalma anu senang mere,Babaturan kuring nyaéta jalma anu nyuri.,1,"{
  ""answer"": 0
}Explanation: The metaphor ""Babaturan kuring nyaéta jalma anu panjang leungeun"" means ""I am a person with long arms."" Option 0) ""Babaturan kuring nyaéta jalma anu senang mere"" is the closest meaning as it refers to someone who is helpful or generous, similar to having long arms to reach out and help others. Option 1) ""Babaturan kuring nyaéta jalma anu nyuri"" means a person who steals, which is not fitting with the metaphor.",0,,0
Beungeutna katingali kawas caang panonpoé,Beungeutna katingali kawas bahagia,Beungeutna katingali kawas loba masalah.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Beungeutna katingali kawas caang panonpoé"" can be interpreted as ""Beungeutna katingali kawas loba masalah"" because the phrase ""caang panonpoé"" implies a lot of hidden problems or difficulties, which is closer in meaning to ""loba masalah"" (many problems) rather than ""bahagia"" (happy).",1,,0
Manehna mangrupikeun kutu buku,Manehna mangrupikeun senang maca buku,Manehna mangrupikeun loba omong.,0,"{
  ""answer"": 1
} 

This metaphor is implying that the person is very talkative, not that they enjoy reading books. The phrase ""kutu buku"" can be interpreted as ""bookworm"" or someone who talks a lot. So, the correct option is 1) Manehna mangrupikeun loba omong.",1,,0
Tanaga manehnya kawas semut.,Tanaga manehnya kawas kuat pisan,Tanaga manehnya kawas lemah.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Tanaga manehnya kawas semut"" compares the strength or toughness of a person to an ant. In this context, ants are known for their strength and resilience, so the meaning closest to the metaphor would be option 0) ""Tanaga manehnya kawas kuat pisan"" which means the person is very strong.",0,,0
Hate manusia kadang kawas langit.,Hate manusia kadang luas,Hate manusia kadang tinggi pisan.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""Hate manusia kadang kawas langit"" means that human hatred can sometimes be vast like the sky. The closest meaning among the options is ""Hate manusia kadang luas.""",0,,0
Eta budak hiji mah mangrupakeun tulang tonggong,Eta budak hiji mah mangrupakeun unggulan,Eta budak hiji mah mangrupakeun masalah.,0,"{
""Answer"": 1
}

Explanation: The metaphor ""Eta budak hiji mah mangrupakeun tulang tonggong"" suggests that the child is a problematic or difficult individual to deal with, not an advantage or asset. Therefore, the closest meaning is ""Eta budak hiji mah mangrupakeun masalah.""",1,,0
Sorana siga ngaum singa,Sorana siga gede pisan,Sorana siga alit.,0,"{
  ""question"": ""Sorana siga ngaum singa"",
  ""option"": 1
}

Explanation: In the metaphor, ""sorana"" refers to a lion and ""siga"" refers to the size of the lion. ""Ngaum"" means to growl, indicating the lion is roaring loudly. Therefore, the meaning closest to the metaphor would be ""Sorana siga alit,"" which means the lion is small in size. 
Answer: 1",1,,0
Mulutna meuni beurat.,Mulutna meuni gampil ngomong,Mulutna meuni hese ngomong.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Mulutna meuni beurat"" literally means ""His/her mouth is heavy."" In this context, the closest meaning would be that the person is finding it difficult to speak, which aligns with the option 0) ""Mulutna meuni gampil ngomong"" meaning ""His/her mouth is having difficulty speaking.""",0,,0
Kota ieu karasa kawas penjara.,Kota ieu karasa kawas nyaman,Kota ieu karasa kawas teu genah.,1,"{
  ""answer"": 0
}

Explanation: The phrase ""Kota ieu karasa kawas penjara"" metaphorically means ""This city feels like a comfortable prison"" where the emphasis is on feeling confined but content. Option 0) ""Kota ieu karasa kawas nyaman"" is closest in meaning to feeling comfortable.",0,,0
