Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Àwọn ọ̀rẹ́ rẹ̀ mọ ibi tí ó faraṣoko sí,Wọ́n mọ ibi tó sápamọ́ sí,Wọ́n mọ ibi tó ti lọ yàgbẹ́,0,"{
  ""explanation"": ""The metaphor is comparing your friends to individuals who know where you have fallen, indicating that they know your weaknesses or vulnerabilities."",
  ""answer"": 1
}",1,,0
Àwọn ọ̀rẹ́ rẹ̀ mọ bí ó ṣe jí iṣu lóko,Wọ́n mọ ibi tó sápamọ́ sí,Wọ́n mọ ibi tó ti lọ yàgbẹ́,1,"{
  ""question"": ""Àwọn ọ̀rẹ́ rẹ̀ mọ bí ó ṣe jí iṣu lóko"",
  ""explanation"": ""This metaphor is comparing friends to people who assist in uprooting yams. In this context, 'jí iṣu lóko' means to help with a difficult task."",
  ""answer"": 0
}",0,,0
Dérelé má ń fi ọ̀rọ̀ sábẹ́ ahọ́n fún wa,Kó sọ òótọ́ ọ̀rọ́ fún wa,Kó la ahọ́n rẹ̀ kalẹ̀,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Dérelé má ń fi ọ̀rọ̀ sábẹ́ ahọ́n fún wa"" can be interpreted as ""Don't speak the truth to us clearly"" (Option 0) rather than ""Your words are unclear to us"" (Option 1). The idea is that the speaker is requesting for honesty or directness in communication.",0,,0
Ajíkòbí jayé bí i ẹni tí kò ní kú mọ́,Ajíkòbí gbádùn gan/ Ajíkòbí jayé gan,Ajíkòbí ti wọ inú ọkọ̀,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Ajíkòbí jayé bí i ẹni tí kò ní kú mọ́"" can be interpreted as ""Ajíkòbí ti wọ inú ọkọ̀"" which means someone who is very resilient and does not easily give up, just like a strong yam that refuses to break when being pounded. This option captures the essence of the metaphor more accurately.",1,,0
Wọ́n parọ́ ọ̀rọ̀ tó ṣẹlẹ̀ láàárín àlùfáà àti ọmọbìnrin náà,Wọn ti tú àṣírí ọ̀rọ̀ tó ṣẹlẹ̀ láàárín àlùfáà àti ọmọbìnrin kan,Wọn ò sọ bí ọ̀rọ̀ náà ṣe jẹ́,1,"{
  ""answer"": 0
}

Explanation: This metaphor is comparing the act of sharing a secret between a husband and wife with whispering to each other in the ears of a palm tree and a female palm tree. Option 0) reflects this idea as ""sharing a secret"", while option 1) does not capture the essence of the metaphor.",0,,0
"Wà á bísun, wà á bí ìwàlẹ̀ láṣẹ Èdùnmàrè","Wà á bí ọkùnrin, wà á bí obìnrin",O ò ní bímọ,0,"{
  ""answer"": 1
}

Explanation: The phrase ""Wà á bísun, wà á bí ìwàlẹ̀ láṣẹ Èdùnmàrè"" translates to ""You can give birth to a child, you can give birth to a festival in the name of God."" The metaphorical meaning here is about creating something significant or meaningful, which is closer to option 1) ""O ò ní bímọ"" meaning ""You are not childless.""",1,,0
Àkànní ti ra ọkọ̀ tuntun,Àkànní ti kú,Àkànní wà láàyè,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Àkànní ti ra ọkọ̀ tuntun"" translates to ""A seed has sprouted a new crop."" This suggests the idea of new beginnings and growth, which aligns closer with the option ""Àkànní wà láàyè"" meaning ""It has been planted in the world.""",1,,0
Àlàdé la ọ̀rọ̀ mọ́lẹ̀,Àlàdé sọ ọ̀rọ̀ jáde láìbẹ̀rù,Àlàdé ń bẹ̀rù láti sọ̀rọ̀,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Àlàdé la ọ̀rọ̀ mọ́lẹ̀"" translates to ""The blacksmith knows the intricacies of the blade."" Option 1) Àlàdé ń bẹ̀rù láti sọ̀rọ̀"" means ""The blacksmith is skilled at forging"", which is closer to the meaning of understanding the intricacies of something.",1,,0
Ó kọtí ikún sí ọ̀rọ̀ bàbá rẹ̀,Ó kọ̀ láti gbọ́rọ̀ sí bàbá rẹ̀ lẹ́nu,Ọ gbọ́rọ̀ sí bàbá rẹ̀ lẹ́nu,1,"{
  ""explanation"": ""The metaphor is comparing the ease of going to sleep to the ease of listening to the father's words quietly. The father's words could be soothing or comforting, hence the closeness to listening quietly to him."",
  ""answer"": 0
}",0,,0
Ó tẹ́tí sí ọ̀rọ̀ bàbá rẹ̀,Ó kọ̀ láti gbọ́rọ̀ sí bàbá rẹ̀ lẹ́nu,Ọ gbọ́rọ̀ sí bàbá rẹ̀ lẹ́nu,0,"{
  ""Explanation"": ""The metaphor is suggesting that the individual is obtuse or slow to understand."",
  ""Answer"": 1
}",1,,0
Ó pàpà rí yà he,Ó jẹ ìyà,Ó jẹ̀gbádùn,1,"{
  ""question"": ""Ó pàpà rí yà he"",
  ""option0"": ""Ó jẹ ìyà"",
  ""option1"": ""Ó jẹ̀gbádùn"",
  ""explanation"": ""The phrase 'Ó pàpà rí yà he' translates to 'The father saw the snake'. The metaphorical meaning could be either 'he is cautious' (Ó jẹ ìyà) or 'he is fearless' (Ó jẹ̀gbádùn). Since seeing a snake can be associated with either fear or caution, the option 'Ó jẹ ìyà'",0,NG,0
Àlàbí ti lọ jayé ọba,Àlàbí jẹ ìyà púpọ̀,Àlàbí jẹ ìgbádùn púpọ̀,0,"{
  ""answer"": 1
} 

In this metaphor, ""Àlàbí ti lọ jayé ọba"" translates to ""The weaverbird that weaves for the king."" The closest meaning to this metaphor is ""Àlàbí jẹ ìgbádùn púpọ̀"" which translates to ""The weaverbird brings great joy."" Both phrases highlight the idea of someone or something bringing happiness or satisfaction to a higher authority or individual.",1,,0
Adélaní ń tu bí ejò,Adélaní ń sọ̀rọ̀ pẹ̀lú ìbínú,Àlàbí ń sọ̀rọ̀ pẹ̀lẹ́pẹ̀lẹ́,1,"{
  ""question"": ""Adélaní ń tu bí ejò"",
  ""options"": {
    ""0"": ""Adélaní ń sọ̀rọ̀ pẹ̀lú ìbínú"",
    ""1"": ""Àlàbí ń sọ̀rọ̀ pẹ̀lẹ́pẹ̀lẹ́""
  },
  ""answer"": 0
} 

Explanation: The metaphor ""Adélaní ń tu bí ejò"" translates to ""Adélaní stepped on a snake."" Option 0) ""Ade",0,,0
Àwọn Olúwálé jẹ ìrẹsì tí wọ́n sè,Àwọn Olúwálé bínú gidigidi,Àwọn Olúwálé jẹ oúnjẹ,0,"{
  ""Explanation"": ""Àwọn Olúwálé are considered precious and valuable."",
  ""Answer"": 1
}",1,,0
Ó gba ọ̀rọ̀ náà sórí,Ó lagídí lórí ọ̀rọ̀ náà,Ó fara balẹ̀ lórí ọ̀rọ̀ náà,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Ó gba ọ̀rọ̀ náà sórí"" is typically closer in meaning to ""Ó lagídí lórí ọ̀rọ̀ náà"" which translates to ""He understood the conversation."" This is because ""lagídí"" in Yoruba means to understand, making option 0 the more appropriate interpretation.",0,,0
Ó yin ọ̀rọ̀ náà nù,Ó lagídí lórí ọ̀rọ̀ náà,Ó fara balẹ̀ lórí ọ̀rọ̀ náà,0,"{
  ""answer"": 1
}Explanation: The phrase ""Ó yin ọ̀rọ̀ náà nù"" could be interpreted as ""Ó fara balẹ̀ lórí ọ̀rọ̀ náà"" which means ""He lifted his voice above that matter."" This option is closer in meaning to the original metaphor.",1,,0
Mo ti sún kàngiri,Mi ò lè fara mọ́ ọn mọ́,Mo lè gbà á mọ́ra,1,"{
  ""question"": ""Mo ti sún kàngiri"",
  ""option0"": ""Mi ò lè fara mọ́ ọn mọ́"",
  ""option1"": ""Mo lè gbà á mọ́ra"",
  ""explanation"": ""The metaphor 'Mo ti sún kàngiri' translates to 'I have slept like a log', which implies deep and sound sleep. Option 0) 'Mi ò lè fara mọ́ ọn mọ́' means 'I cannot wake up easily', capturing the essence of deep sleep."",
  ""answer"": 0
}",0,,0
Mo rára gbà á sí,Mi ò lè fara mọ́ ọn mọ́,Mo lè gbà á mọ́ra,0,"{
	""Question1"": {
		""Startphrase"": ""Mo rára gbà á sí"",
		""Options"": {
			""0"": ""Mi ò lè fara mọ́ ọn mọ́"",
			""1"": ""Mo lè gbà á mọ́ra""
		},
		""Answer"": 1
	}
} 

Explanation: The metaphor ""Mo rára gbà á sí"" can be interpreted as ""I can't grab the sky"" or ""I can reach for the stars"". The option ""Mo lè gbà á mọ́ra"" closely reflects",1,,0
Pamínkú obìnrin ni ọ́,Obìnrin oníjàgídíjàgan,Obìnrin oníwà tútù,1,"{
  ""question"": ""Pamínkú obìnrin ni ọ́"",
  ""option0"": ""Obìnrin oníjàgídíjàgan"",
  ""option1"": ""Obìnrin oníwà tútù"",
  ""explanation"": ""The metaphor compares the memory of a woman to either a sharp knife (option 0) or a sweet melody (option 1). Since memories can be sharp and piercing, option 0 seems more appropriate in this context."",
  ""answer"": 0
}",0,,0
Obìnrin ni ìwà ire,Obìnrin oníjàgídíjàgan,Obìnrin oníwà tútù,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares a woman to good behavior. The closest meaning is ""Obìnrin oníwà tútù"" which translates to a woman of good behavior, as opposed to ""Obìnrin oníjàgídíjàgan"" which does not convey the same idea of positive qualities.",1,,0
Ọlá ń mu gaàrí,Ọlá ń gbádùn,Ọlá ń jẹ ìyà,1,"{
  ""question"": ""Ọlá ń mu gaàrí"",
  ""option0"": ""Ọlá ń gbádùn"",
  ""option1"": ""Ọlá ń jẹ ìyà"",
  ""explanation"": ""Mu gaàrí"" is metaphorical for ""taking a break"" or ""relaxing"", which is closer in meaning to ""Ọlá ń gbádùn"" (Ọlá is relaxing) rather than ""Ọlá ń jẹ ìyà"" (Ọlá is eating yam)."",
  """,0,NG,0
Adé ti tẹtí sí ọ̀rọ̀ náà,Adé ń jàmí níyàn,Adé ń gbọ́ tèmi,0,"{
  ""explanation"": ""The metaphor is comparing understanding the words to listening carefully."",
  ""answer"": 1
}",1,,0
Ẹ sá máa fòòró,Ẹ ṣá máa gbádùn,Ẹ ṣáa máa jìyà,1,"{
  ""answer"": 0
}

In this metaphor, ""ẹ sá máa fòòró"" means ""come let's go dancing"". The option ""Ẹ ṣá máa gbádùn"" means ""come let's have fun"", which is closer in meaning to dancing than the other option ""Ẹ ṣáa máa jìyà"" which means ""come let's eat"". Therefore, the correct answer is option 0.",0,,0
Ọmọdé náà ò mọ ọwọ́ wẹ̀,"Ọmọdé tí ó bá mọ ìwàá wù, á súnmọ́ àwọn àgbà",Ọmọdé tí ó bá mọ ìwàá wù á jìnà sí àwọn àgbà,1,"{
  ""Question"": ""Ọmọdé náà ò mọ ọwọ́ wẹ̀,"",
  ""Option0"": ""Ọmọdé tí ó bá mọ ìwàá wù, á súnmọ́ àwọn àgbà"",
  ""Option1"": ""Ọmọdé tí ó bá mọ ìwàá wù á jìnà sí àwọn àgbà"",
  ""Explanation"": ""This metaphor implies that the",0,NG,0
Òjó ń ṣiṣẹ́ bí ìjàpá,Òjó ń ṣiṣẹ́ kárakára,Òjó ń ọ̀lẹ,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing something to the slow movement of a tortoise typically means that the thing is moving very slowly and steadily, similar to the pace of a tortoise. The option ""Òjó ń ṣiṣẹ́ kárakára"" translates to ""The day is moving slowly and steadily"", which closely aligns with the metaphor being analyzed. The other option ""Òjó ń ọ̀lẹ"" translates to ""The day is quiet"", which is not as relevant to the meaning of the metaphor.",0,,0
Afúni lóko ìdí ọ̀pẹ ro,Afúni níṣẹ́ tí kò ní sérè níbẹ̀,Afúni níṣẹ́ elérè tabua,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Afúni lóko ìdí ọ̀pẹ ro"" translates to ""A wound that has healed is ready to leak again."" This implies that a situation that has been resolved may resurface if not properly taken care of. Option 0) ""Afúni níṣẹ́ tí kò ní sérè níbẹ̀"" is the closest meaning, referring to a situation that is temporarily resolved but may resurface in the future. Option 1) ""Afúni níṣẹ́ elérè tabua"" does not",0,,0
Ó rá an níṣẹ́ dé tòrutòru,Ó rán an iṣẹ́ tí ó léwu,Ó rán an níṣẹ́ tó nì ààbò,1,"{
  ""question"": ""Ó rá an níṣẹ́ de tòrutòru"",
  ""option_0"": ""Ó rán an iṣẹ́ tí ó léwu"",
  ""option_1"": ""Ó rán an níṣẹ́ tó nì ààbò"",
  ""explanation"": ""The metaphor seems to suggest that the work/project is progressing smoothly and steadily."",
  ""answer"": 0
}",0,,0
Ó rá an níṣẹ́ dé ọlà,Ó rán an iṣẹ́ tí ó léwu,Ó rán an níṣẹ́ tó nì ààbò,0,"{
  ""question"": ""Ó rá an níṣẹ́ dé ọlà"",
  ""option0"": ""Ó rán an iṣẹ́ tí ó léwu"",
  ""option1"": ""Ó rán an níṣẹ́ tó nì ààbò"",
  ""explanation"": ""This metaphor is comparing someone achieving success to a climbing high mountain (ólà). Option 0) 'Ó rán an iṣẹ́ tí ó léwu' translates to 'He climbed the task that was difficult', which aligns",1,NG,0
Ó ń lọọgun tantan,Ó ń pariwo,Ó dákẹ́ jẹ́,1,"{
  ""Question"": ""Ó ń lọọgun tantan"",
  ""Option_ Selected"": 0,
  ""Explanation"": ""The metaphor implies that the person is silent, not speaking much. 'Ó ń pariwo' means 'is silent', which is more closely related to the metaphor."",
  ""Answer"": ""0""
}",0,,0
Ó dákẹ́ sii,Ó ń pariwo,Ó dákẹ́ jẹ́,0,"{
  ""Question1"": {
    ""Startphrase"": ""Ó dákẹ́ sii"",
    ""Option0"": ""Ó ń pariwo"",
    ""Option1"": ""Ó dákẹ́ jẹ́"",
    ""Answer"": 1
  }
} 

Explanation: The metaphor ""Ó dákẹ́ sii"" is closer in meaning to ""Ó dákẹ́ jẹ́"" which means ""he stood quietly"". This is because the word ""dákẹ́"" implies a sense of stillness or quietness, which fits better with the option ""Ó dákẹ́ jé",1,,0
Ó kárí bọnú,Ó fajúro,Ó túraká,1,"{
  ""question"": ""Ó kárí bọnú"",
  ""option0"": ""Ó fajúro"",
  ""option1"": ""Ó túraká"",
  ""explanation"": ""The phrase 'Ó kárí bọnú' can be interpreted as 'setting a trap' which is closer in meaning to 'Ó fajúro' (option 0) rather than 'Ó túraká'. This is because setting a trap involves creating a situation to catch someone or something, similar to the action of 'fajúro' which means to ensnare."",
  ""answer"": 0
}",0,,0
Ó fò kiri,Ó fajúro,Ó túraká,0,"{
  ""question"": ""Ó fò kiri"",
  ""option_index"": 1,
  ""explanation"": ""The metaphor 'Ó fò kiri' in Yoruba translates to 'It is broken'. 'Ó túraká' is the option that is closest in meaning, as it translates to 'It is destroyed', which conveys a similar sense of something being damaged irreparably.""
}",1,,0
O ó pọ́nnu lá bí ẹni jẹ wàrà,O ó jẹ ìyà tó pọ̀,O ó jẹ ìgbádùn tó pọ̀,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""O ó pọ́nnu lá bí ẹni jẹ wàrà"" means ""He is as slippery as a slippery log."" Option 1) ""O ó jẹ ìgbádùn tó pọ̀"" means ""He is as sweet as ripe mango."" This option is closer in meaning to the metaphor as both describe someone or something that is slippery or difficult to hold onto.",1,,0
Iṣu ẹni ló ń tọwọ̀ ẹni bọ epo,Ènìyàn ẹni náà ló lè kó àbùkù bá ẹni,Ènìyàn ẹni náà ló lè kó ọlá bá ẹni,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing someone who extracts oil from someone else to someone who is like a farmer planting and harvesting wealth. Option 0 is the correct interpretation as it states that the person extracting oil can have riches, similar to how a farmer can have plenty of crops.",0,,0
"A kì í báni tan, ká fani nítan ya",Ènìyàn ẹni náà ló lè kó àbùkù bá ẹni,Ènìyàn ẹni náà ló lè kó ọlá bá ẹni,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the difficulty of recognizing one's true self to the challenge of distinguishing between a lion and a cat. Option 1) Ènìyàn ẹni náà ló lè kó ọlá bá ẹni (One can easily mistake a lion for a cat) is the closest meaning to the metaphor as it conveys the idea that it can be hard to distinguish between different aspects of oneself.",1,,0
Òjó yàgò fún ṣọṣọ,Òjó wá àkóbá fún ara rẹ̀,Òjó ò wá àkóbá fún ara rẹ̀,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Òjó yàgò fún ṣọṣọ"" translates to ""The eye sheds tears for only one."" This implies that the eye is shedding tears for something or someone specific, not multiple things or people. Option 1) ""Òjó ò wá àkóbá fún ara rẹ̀"" means ""The eye does not shed tears for the body,"" which is the closest meaning to the metaphor.",1,,0
Igi gogoro má gún mi ojú,Ohun burúkú má ṣẹlẹ̀ síni,Ohun rere kó ṣẹlẹ̀ síni,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Igi gogoro má gún mi ojú"" translates to ""A thick tree did not obstruct my vision."" This means that something bad did not happen. Option 0) ""Ohun burúkú má ṣẹ̀lẹ̀ síni"" translates to ""A bad thing did not occur."" This option closely relates to the metaphor, as it conveys the idea that no harm was done.",0,,0
Ayé fàmílétè n tutọ́ ni Àwẹ̀lé ń jẹ,Ayé ìjẹkújẹ ni Àwẹ̀lé ń jẹ,Ayé ìwọ̀ntuwọ̀nsì Àwẹ̀lé ń jẹ,1,"{
  ""Explanation"": ""The metaphor is comparing the abundance of tears (Ayé fàmílétè n tutọ́) to the abundance of wealth (Àwẹ̀lé). The tears are used to represent sorrow or difficulty, while the wealth represents success or prosperity."",
  ""Answer"": 0
}",0,,0
Ajínasẹ̀,Ọ̀lẹ tí kì í ṣiṣẹ́,Ènìyàn tí ó ṣiṣẹ́ kárakára,1,"{
  ""explanation"": ""The metaphor suggests someone who is not working hard or making progress, which is closer to the option 'Ọ̀lẹ tí kì í ṣiṣẹ́.'"",
  ""answer"": 0
}",0,,0
Ají́gbọ́nini,Ọ̀lẹ tí kì í ṣiṣẹ́,Ènìyàn tí ó ṣiṣẹ́ kárakára,0,"{
  ""question"": ""Ají́gbọ́nini"",
  ""option_index"": 1
} 

Explanation: The metaphor ""Ají́gbọ́nini"" typically refers to someone who is very intelligent or wise. Option 1) ""Ènìyàn tí ó ṣiṣẹ́ kárakára"" translates to ""A person who works diligently and painstakingly,"" which aligns closely with the idea of being intelligent or wise. Option 0) ""Ọ̀lẹ tí kì í ṣiṣẹ́"" translates to ""A lazy person who does not work,""",1,,0
Ọlọ́mọ kan kò kúrò lágàn,Ènìyàn tí kò bí ju ọmọ kan lọ kò yàtọ̀ sí ènìyàn tí kò bí rárá,Ènìyàn tí ó bí ọmọ púpọ̀ yàtọ̀ sí ènìyàn tí kò bí rárá,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ọlọ́mọ kan kò kúrò lágàn"" translates to ""One child does not play with each other"". Option 0) Ènìyàn tí kò bí ju ọmọ kan lọ kò yàtọ̀ sí ènìyàn tí kò bí rárá, which means ""A person who has not given birth to many children is not superior to someone who has not given birth at all"", is closer in meaning to the metaphor compared to option 1) Ènìyà",0,,0
Ilé là ń tẹ̀kọ rírọ̀ sí,Ènìyàn kì í ṣe ohun tí kò dára fún àwọn tí ó yíi ká,Ènìyàn kì í ṣe ohun tí ó bàjẹ́ sí àwọn tí ó yí i ká,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Ilé là ń tẹ̀kọ rírọ̀ sí"" translates to ""A house with a solid foundation"". In this context, the closest meaning is option 0) Ènìyàn kì í ṣe ohun tí kò dára fún àwọn tí ó yíi ká, which means ""People should not do things that are not good for those they are responsible for."" This option aligns with the idea of ensuring a strong and stable foundation for others.",0,,0
Àmúwá Ọlọ́run ni ọ̀rọ̀ náà,Ọ̀rọ̀ yìí kò kàn rí bẹ́ẹ̀ lásán,Ọ̀rọ̀ yìí kàn rí bẹ́ẹ̀ ni,0,"{
  ""answer"": 1
} 

Explanation: The phrase ""Àmúwá Ọlọ́run ni ọ̀rọ̀ náà"" means ""God's decision is final."" In this context, option 1) ""Ọ̀rọ̀ yìí kàn rí bẹ́ẹ̀ ni"" which means ""this matter cannot be changed easily"" is closer in meaning to the metaphor.",1,,0
Àjànàkú ni Àjàní,Alágbára ni Àlàdí,Ọ̀lẹ ni Àjàdí,0,"{
  ""answer"": 1
}

In this metaphor, ""Àjànàkú ni Àjàní"", the comparison is being made between two siblings, emphasizing the similarity in their names. The closest meaning among the options is ""Ọ̀lẹ ni Àjàdí"", which suggests that they are both from the same family or lineage, just like siblings would be.",1,,0
Jẹgúdúgẹrá ni Àjàní,Alágbára ni Àlàdí,Ọ̀lẹ ni Àjàdí,1,"{
  ""question"": ""Jẹgúdúgẹrá ni Àjàní"",
  ""option0"": ""Alágbára ni Àlàdí"",
  ""option1"": ""Ọ̀lẹ ni Àjàdí"",
  ""explanation"": ""Jẹgúdúgẹrá is a metaphor for a powerful and influential person, while Ọ̀lẹ is a metaphor for a lazy and insignificant person. A powerful and influential person is more closely related to Alagbara (option 0) rather than Ọ̀lẹ (option 1) in terms of meaning."",",0,,0
Bàbá mi fara ya,Bàbá mi bínú gidigidi,Bàbá mi yọ́nú gidigidi,1,"{
  ""question"": ""Bàbá mi fara ya"",
  ""option1"": ""Bàbá mi bínú gidigidi"",
  ""option2"": ""Bàbá mi yọ́nú gidigidi"",
  ""explanation"": ""The metaphor 'Bàbá mi fara ya' is closer in meaning to 'Bàbá mi bínú gidigidi' which signifies that the father is stern or serious."",
  ""answer"": 0
}",0,,0
Ọjọ́ ti ń rebi àná,Ilẹ̀ ti ń ṣú,Ilẹ̀ ti ń mọ́,0,"{
  ""answer"": 1
} 

In this metaphor, ""Ọjọ́ ti ń rebi àná"" translates to ""The day has grown old"". The closest meaning to this metaphor would be ""Ilẹ̀ ti ń mọ́"" which means ""The house knows"", symbolizing that the day has come to an end and the house (representing a person or family) is aware of this passage of time.",1,,0
A ó tú iṣu dé ìsàlẹ̀ ìkòkò,A ó sọ ẹ̀kúnrẹ́rẹ́ nípa ọ̀rọ̀ náà,A ó sọ́ ọ̀rọ̀ ná léréfèé,0,"{
  ""answer"": 1
}

Explanation: The metaphor here is ""A ó tú iṣu dé ìsàlẹ̀ ìkòkò"" which means ""He/she is planting yam in the middle of the market."" This metaphor suggests that the person is making a big mistake or doing something completely out of place. Option 1) ""A ó sọ́ ọ̀rọ̀ ná léréfèé"" translates to ""He/she is saying the right words"" which is the closest meaning to the metaphor as it implies doing something correctly and appropriately despite the unusual circumstance.",1,,0
Olúwọlé baralẹ̀,Olúwọlé kọ̀jálẹ̀,Olúwọlé gbà,0,"{
	""Question1"": {
		""Startphrase"": ""Olúwọlé baralẹ̀"",
		""Options"": {
			""0"": ""Olúwọlé kọ̀jálẹ̀"",
			""1"": ""Olúwọlé gbà""
		},
		""Answer"": 1
	}
}

Explanation: In this metaphor, ""Olúwọlé baralẹ̀"" suggests that Olúwọlé is observing from a distance or standing outside of a situation. The closer meaning to this metaphor would be ""Olúwọlé gba",1,,0
Kábíyèsí mórí Àlàbí sre,Kábíyèsí fi ìyà jẹ Àlàbí,Kábíyèsí dá Àlàbí lọ́lá,0,"{
  ""answer"": 1
}

The correct option is 1) Kábíyèsí dá Àlàbí lọ́lá. This option is closer to the metaphor because it means ""The king praises the weaver greatly,"" which is in line with the initial praise given in the start phrase. The phrase ""dá Àlàbí lọ́lá"" reinforces the idea of high praise and admiration, making it the most suitable option.",1,,0
Àyì̀nlá dá Àjàlá lọ́lá,Àyìnlá yan Àjàlá jẹ,Àyìnlá ṣe òtítọ́ sí Àjàlá,0,"{
  ""question"": ""Àyì̀nlá dá Àjàlá lọ́lá"",
  ""option0"": ""Àyìnlá yan Àjàlá jẹ"",
  ""option1"": ""Àyìnlá ṣe òtítọ́ sí Àjàlá"",
  ""explanation"": ""The metaphor suggests that Àyì̀nlá is following Àjàlá, which implies that Àyì̀nlá is imitating or mimicking Àjàlá, rather than showing honesty to Àjàlá. Therefore",1,NG,0
Gbogbo yín ẹ lọ si mẹ̀dọ̀,Gbogbo yín ẹ lọ fi ara balẹ̀,Gbogbo yin ẹ lọ ká ọkàn sókè,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Gbogbo yín ẹ lọ si mẹ̀dọ̀"" translates to ""All of you have gone to the market."" Option 1, ""Gbogbo yin ẹ lọ ká ọkàn sókè"" translates to ""All of you have come down with a disease,"" which is closer in meaning to the metaphor. ""Gbogbo yín ẹ lọ fi ara balẹ̀"" means ""All of you have returned home,"" which does not fit the context of the metaphor.",1,,0
Ọ̀gá dá sèríà fún ọmọ iṣẹ́ lówó tó pọ̀ àti àgbéga lẹ́nu iṣẹ́,Ọ̀gá fìyà jẹ ọmọ iṣẹ́ rẹ,Ọ̀gá dá ọmọ iṣẹ́ rẹ̀ lọ́lá,0,"{
  ""explanation"": ""The expression 'Ọ̀gá dá sèríà fún ọmọ iṣẹ́ lówó tó pọ̀ àti àgbéga lẹ́nu iṣẹ́' means the boss trained the apprentice well and the apprentice excelled in the work. This implies that the boss did a good job in training the apprentice."",
  ""answer"": 1
}",1,,0
Táíwò ti di abara méjì,Táíwò ti lóyún,Táíwò ò tí ì lóyún,0,"{
  ""question"": ""Táíwò ti di abara méjì"",
  ""option0"": ""Táíwò ti lóyún"",
  ""option1"": ""Táíwò ò tí ì lóyún"",
  ""explanation"": ""The metaphor 'Táíwò ti di abara méjì' means 'Táíwò has become two times stronger/better'. Option 0) 'Táíwò ti lóyún' means 'Táíwò is happy', which does not relate to the strength or improvement implied in the metaphor. Option 1",1,,0
Táíwò ò tí ì bímọ,Táíwò ti lóyún,Táíwò ò tí ì lóyún,1,"{
  ""Question"": ""Táíwò ò tí ì bímọ,"",
  ""Option0"": ""Táíwò ti lóyún"",
  ""Option1"": ""Táíwò ò tí ì lóyún"",
  ""Explanation"": ""The metaphor implies that Táíwò has not given birth to a child yet, so the closest meaning would be 'Táíwò ti lóyún' which means Táíwò is not married yet."",
  ""Answer"": 0
}",0,,0
Adéyẹmí baralẹ̀ bí omi àfòwúrọ̀ pọ̀,Adéyẹmí ṣagídí gidigidi,Adéyẹmí ṣe pẹ̀lẹ́pẹ̀lẹ́,0,"{
  ""answer"": 1
}Explanation: In this metaphor, the comparison is being made between Adéyẹmí moving smoothly like water flowing gently and Adéyẹmí being humble and polite. The option ""Adéyẹmí ṣe pẹ̀lẹ́pẹ̀lẹ́"" translates to Adéyẹmí being humble and polite, which closely matches the metaphor.",1,,0
Ó fẹsẹ̀ fẹ́ ẹ,Ó sálọ,Ó dúró,1,"{
  ""question"": ""Ó fẹsẹ̀ fẹ́ ẹ"",
  ""options"": {
    ""0"": ""Ó sálọ"",
    ""1"": ""Ó dúró""
  },
  ""answer"": 0
} 

Explanation: The metaphor ""Ó fẹsẹ̀ fẹ́ ẹ"" translates to ""He carries it on his head."" In this context, ""Ó sálọ"" is a closer meaning as it signifies supporting or taking responsibility for something, similar to carrying something on one's head. ""Ó dúró"" means standing and does not convey the same idea of",0,,0
Ó ti sọ àwọn òbí rẹ̀ di ẹdun arinlẹ̀,Ó ti run gbogbo dúkìá àwọn òbí rẹ̀,Ó ti rà kún gbogbo dúkìá àwọn òbí rẹ̀,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the speaker's  bright future prospects to the beautiful colors of a rainbow. Option 0) Ó ti run gbogbo dúkìá àwọn òbí rẹ̀ (He has displayed all the colors of the rainbow) is closer in meaning to the metaphor than option 1) Ó ti rà kún gbogbo dúkìá àwọn òbí rẹ̀ (He has gathered all the colors of the rainbow).",0,,0
Kẹ́hìndé gbà f'Ọ́lọ́run lórí ọ̀rọ̀ náà,Kẹ́hìndé lagídí lórí ọ̀rọ̀ náà,Kẹ́hìndé fara balẹ̀ lórí ọ̀rọ̀ náà,0,"{
  ""answer"": 1
} 

In this metaphor, ""Kẹ́hìndé gbà f'Ọ́lọ́run lórí ọ̀rọ̀ náà"" means ""Kẹ́hìndé has grasped the words of God"", which closely relates to the option ""Kẹ́hìndé fara balẹ̀ lórí ọ̀rọ̀ náà"" meaning ""Kẹ́hìndé has seized the words"". This option captures the essence of understanding and holding on to the teachings of God, making it the most appropriate interpretation of the metaphor.",1,,0
