anchor,positive,negative,lang
Soale ujian dikerjakne ibarat ditingal merem entuk satus,Soale ujian gampang,Soale ujian angel,jv
Soale ujian dikerjakne ibarat nglebokne benang wengi-wengi,Soale ujian angel,Soale ujian gampang,jv
Irunge iso dicenteli panci,Irunge bangir,Irunge pesek,jv
Irunge dicantoli koco moto mlorot terus,Irunge pesek,Irunge bangir,jv
Usahane kaya numpak motor kene lampu abang ndek prapatan,Usahane mandheg,Usahane mlaku,jv
Usahane kaya numpak motor kene lampu ijo,Usahane mlaku,Usahane mandheg,jv
Warna kulite kaya woh juwet,Warna kulite ireng,Warna kulite putih,jv
Warna kulite kaya susu,Warna kulite putih,Warna kulite ireng,jv
Awake gedhine sakdrum,Awake lemu,Awake kuru,jv
Awake gedhine sak cagak omah,Awake kuru,Awake lemu,jv
Bocah kuwi nek enek wong anyar kaya wani maju kenalan dewe,Bocah kuwi saen,Bocah kuwi isinan,jv
Bocah kuwi nek enek wong anyar kaya ndelik ra wani metu,Bocah kuwi isinan,Bocah kuwi saen,jv
Awake kaya gathot koco,Awake kuat,Awake ringkeh,jv
Awake kaya wong loro,Awake ringkeh,Awake kuat,jv
Hawane saiki kaya gae jaket rangkep limo,Hawane saiki sumuk,Hawane saiki isis,jv
Hawane saiki kaya dikipasi wong sepuluh,Hawane saiki isis,Hawane saiki sumuk,jv
Warnane rambute kaya kembang jambu,Warna rambute putih,Warna rambute ireng,jv
Warnane rambute kaya areng,Warna rambute ireng,Warna rambute putih,jv
Bapake kaya pejabat penting,Bapake sibuk banget,Bapake ora sibuk,jv
Bapake kaya wong ra nduwe penggawean,Bapake ora sibuk,Bapake sibuk banget,jv
Kerjane kaya mesin seng gak pernah mati,Kerjane kuat,Kerjane lemah,jv
Kerjane kaya jam kentekkan baterai,Kerjane lemah,Kerjane kuat,jv
Awake dewe kaya payung lan udan,Awake dewe sering bareng,Awake dewe tukaran,jv
Awake dewe kaya kucing karo asu.,Awake dewe tukaran,Awake dewe sering bareng,jv
Guyunanne kaya badut lagek atraksi,Guyonane lucu,Guyonane garing,jv
Guyunanne kaya ghodhong wes kuning,Guyonane garing,Guyonane lucu,jv
Pas wonge milih lungo soko uripku rasane kaya kiamat,Pas wonge milih lungo soko uripku rasane susah,Pas wonge milih lungo soko uripku rasane bungah,jv
Pas wonge milih lungo soko uripku rasane kaya entuk duwit 100 milyar,Pas wonge milih lungo soko uripku rasane bungah,Pas wonge milih lungo soko uripku rasane susah,jv
Raut wajahe kaya kembang ndek taman seng mekar,Wajahe sumringah,Wajahe pucet,jv
Raut wajahe kaya kembang layu,Wajahe pucet,Wajahe sumringah,jv
Senyume kaya gula jawa,Senyumane manis,Senyumane kecut,jv
Senyume kaya pencit,Senyumane kecut,Senyumane manis,jv
Suarane pak Budi kaya singo ngaum ndek jero alas,Suarane pak Budi medeni,Suarane pak Budi alus,jv
Suarane pak Budi kaya bocah ngaji,Suarane pak Budi alus,Suarane pak Budi medeni,jv
Ilmune wong kuwi ibarat banyu sing ombak ora jero,Ilmune dangkal,Ilmune luas,jv
Ilmune wong kuwi ibarat ombone segoro,Ilmune luas,Ilmune dangkal,jv
Klambine sewangi kembang melati,Klambine wangi,Klambine mambu,jv
Klambine sewangi kringet,Klambine mambu,Klambine wangi,jv
Keteguhane ngadepi kenyataan kaya watu karang,Keteguhane ngadepi kenyataan kuat,Keteguhane ngadepi kenyataan rapuh,jv
Keteguhane ngadepi kenyataan kaya krupuk,Keteguhane ngadepi kenyataan rapuh,Keteguhane ngadepi kenyataan kuat,jv
Jidate kaya lapangan bal-balan,Jidate ombo,Jidate ciut,jv
Jidate kaya kulit kacang seng mengkeret,Jidate ciut,Jidate ombo,jv
Ganang yen nesu kaya macan ngamuk,Ganang yen nesu ngamuk bengok-bengok,Ganang yen nesu meneng ae,jv
Ganang yen nesu kaya patung,Ganang yen nesu meneng ae,Ganang yen nesu ngamuk bengok-bengok,jv
Nek ngguyu kaya mak lampir,Nek ngguyu banter tur mlengking,Nek ngguyu diempet,jv
Nek ngguyu kaya kebelet,Nek ngguyu diempet,Nek ngguyu banter tur mlengking,jv
Wedhange kaya obat loro untu,Wedhange pahit,Wedhange manis,jv
Wedhange kaya kolak gedhang,Wedhange manis,Wedhange pahit,jv
Nek mangan ngentekne sego sakwakul,Nek mangan akeh,Nek mangan sithik,jv
Nek mangan muk pirang pulukan,Nek mangan sithik,Nek mangan akeh,jv
Awake kaya gedung duwur,Awake kuat,Awake ringkih,jv
Awake kaya kripik,Awake ringkih,Awake kuat,jv
hirup kawas kurung batok,hirup kawas kakekang,hirup kawas bebas.,su
hirup kawas murag bulu bitis.,hirup kawas bebas.,hirup kawas kakekang,su
jadi jalma teh kudu hampang birit,jadi jalma teh kudu rajin,jadi jalma teh kudu kedul.,su
jadi jalma teh kudu beurat birit.,jadi jalma teh kudu kedul.,jadi jalma teh kudu rajin,su
Mamat lumpatna siga uncal,mamat lumpat siga gancang,mamat lumpat siga laun.,su
Mamat lumpatna siga kuya.,mamat lumpat siga laun.,mamat lumpat siga gancang,su
hirup teh kudu boga pamadeugan,hirup teh kudu boga pendirian,hirup teh kudu boga plin-plan.,su
hirup teh kudu boga kaditu kadieu.,hirup teh kudu boga plin-plan.,hirup teh kudu boga pendirian,su
si amat mah sok ngeduk cikur kedah mitutur,jadi jalma kudu jujur,jadi jalma kudu boong.,su
si amat mah sok luncat licin.,jadi jalma kudu boong.,jadi jalma kudu jujur,su
ceuk ema jadi jalmi teh kedah sing someah hade ka semah,ceuk ema jadi jalmi teh kedah ramah,ceuk ema jadi jalmi teh kedah judes.,su
ceuk ema jadi jalmi teh kedah sing goreng bagug.,ceuk ema jadi jalmi teh kedah judes.,ceuk ema jadi jalmi teh kedah ramah,su
si eta mah ateul biwir,si eta mah ngomong wae,si eta mah cicing wae.,su
si eta mah kawas gaang katincak.,si eta mah cicing wae.,si eta mah ngomong wae,su
lamun mikir kudu pondok lengkah,lamun mikir kudu teu mikir panjang,lamun mikir kudu mikir jauh.,su
lamun mikir kudu panjang lengkah.,lamun mikir kudu mikir jauh.,lamun mikir kudu teu mikir panjang,su
budak eta mah epes meer,budak eta mah babarian ceurik,budak eta mah wanian.,su
budak eta mah wanteran.,budak eta mah wanian.,budak eta mah babarian ceurik,su
jelema lamun geus kandel kulit bengeut,jelema lamun geus teu gaduh kaera,jelema lamun geus eraan kudu diantepkeun.,su
jelema lamun geus isinan kudu diantepkeun.,jelema lamun geus eraan kudu diantepkeun.,jelema lamun geus teu gaduh kaera,su
si Udin jadi jalma teh meni buntut kasiran,"si Udin jadi jalma teh meni koret, pedit",si Udin jadi jalma teh meni reseup babagi.,su
si Udin jadi jalma teh meni berehan.,si Udin jadi jalma teh meni reseup babagi.,"si Udin jadi jalma teh meni koret, pedit",su
Iis mah amis daging,Iis mah gampang kana panyakit,Iis mah teu gampang kana panyakit.,su
Iis mah pahang tulang.,Iis mah teu gampang kana panyakit.,Iis mah gampang kana panyakit,su
sasa teh biasana sok jadi amis budi,sasa teh biasana ramah,sasa teh biasana judes.,su
sasa teh biasana sok jadi haseum budi.,sasa teh biasana judes.,sasa teh biasana ramah,su
lamun bade nginjem duit kudu make duit panas,lamun bade nginjem duit kudu make duit anu teu menang dipake biasana lain anu pribadi,lamun bade nginjem duit kudu make duit anu pribadi moal waka dipake.,su
lamun bade nginjem duit kudu make duit tiis.,lamun bade nginjem duit kudu make duit anu pribadi moal waka dipake.,lamun bade nginjem duit kudu make duit anu teu menang dipake biasana lain anu pribadi,su
jalma ayeuna teh sok gurat cai,jalma ayeuna teh sok babari ngarobah omongan atawa janji,jalma ayeuna teh sok pageuh kana omongan atawa janji.,su
jalma ayeuna teh sok gurat batu.,jalma ayeuna teh sok pageuh kana omongan atawa janji.,jalma ayeuna teh sok babari ngarobah omongan atawa janji,su
lamun bisnis mah pasti jadi kandel dompet,lamun bisnis mah pasti jadi loba duit,lamun bisnis mah pasti jadi kacida teu boga duit.,su
lamun bisnis mah pasti jadi kokoro nyoso.,lamun bisnis mah pasti jadi kacida teu boga duit.,lamun bisnis mah pasti jadi loba duit,su
nanaon ge teu menang kaleleuwihan bisi tamplok bacoteun,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean nepi ka poho ka diri sorangan.,su
nanaon ge teu menang kaleleuwihan bisi tamplok batokeun.,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean nepi ka poho ka diri sorangan.,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean,su
jadi jelema teh kadang bisa jadi yuni kembang,jadi jelema teh kadang bisa jadi pikareseupeun,jadi jelema teh kadang bisa jadi pikasebeleun.,su
jadi jelema teh kadang bisa jadi yuni tai.,jadi jelema teh kadang bisa jadi pikasebeleun.,jadi jelema teh kadang bisa jadi pikareseupeun,su
"jelema teh kabagi jadi dua, nyaeta anu wening galih","jelema teh kabagi jadi dua, nyaeta anu bersih hate","jelema teh kabagi jadi dua, nyaeta anu goreng hate iri, dengki.",su
"jelema teh kabagi jadi dua, nyaeta anu sulit ati.","jelema teh kabagi jadi dua, nyaeta anu goreng hate iri, dengki.","jelema teh kabagi jadi dua, nyaeta anu bersih hate",su
kudu hati hati milih pasangan bisi jadi potol jarum,kudu hati hati milih pasangan bisi jadi awewe anu beak hartana,kudu hati hati milih pasangan bisi jadi lalaki anu beak hartana.,su
kudu hati hati milih pasangan bisi jadi potol teko.,kudu hati hati milih pasangan bisi jadi lalaki anu beak hartana.,kudu hati hati milih pasangan bisi jadi awewe anu beak hartana,su
si Bina mah anak emas,si Bina mah anak anu dipikanyaah,si Bina mah anak tere.,su
si Bina mah anak sampeuran.,si Bina mah anak tere.,si Bina mah anak anu dipikanyaah,su
budak teh kudu asak warah,budak teh kudu alus didikana,budak teh kudu kurang didikan.,su
budak teh kudu atah adol.,budak teh kudu kurang didikan.,budak teh kudu alus didikana,su
tong jadi budak anu bodo katotoloyo,tong jadi budak anu bodo tapi tara daek nanya,tong jadi budak anu bodo tapi daek tatanya.,su
tong jadi budak anu bodo alewoh.,tong jadi budak anu bodo tapi daek tatanya.,tong jadi budak anu bodo tapi tara daek nanya,su
ari jadi salaki teh kudu banting tulang,ari jadi salaki teh kudu digawe popohoan,ari jadi salaki teh kudu teu bisa digawe.,su
ari jadi salaki teh kudu badag cagap.,ari jadi salaki teh kudu teu bisa digawe.,ari jadi salaki teh kudu digawe popohoan,su
si Dewi mah jadi gadis teh meni handap asor,si Dewi mah jadi gadis teh meni teu sombong,si Dewi mah jadi gadis teh meni sombong.,su
si Dewi mah jadi gadis teh meni gede hulu.,si Dewi mah jadi gadis teh meni sombong.,si Dewi mah jadi gadis teh meni teu sombong,su
ceunah lamun jadi awewe teh kudu siga putri raja,ceunah lamun jadi awewe teh kudu anggun,ceunah lamun jadi awewe teh kudu buruk rupa.,su
ceunah lamun jadi awewe teh kudu siga mak lampir.,ceunah lamun jadi awewe teh kudu buruk rupa.,ceunah lamun jadi awewe teh kudu anggun,su
poe ieu teh cuaca siga bisa ngagoreng lauk dinu aspal,poe ieu teh cuaca siga panas pisan,poe ieu teh cuaca siga hujan angin.,su
poe ieu teh cuaca siga hujan angin dordar gelap.,poe ieu teh cuaca siga hujan angin.,poe ieu teh cuaca siga panas pisan,su
hujan teh meuni siga ngajak geulut,hujan teh meuni badag jeung gandeng,hujan teh meuni sepi jeung geunaheun.,su
hujan teh meuni siga tiis ceuli.,hujan teh meuni sepi jeung geunaheun.,hujan teh meuni badag jeung gandeng,su
"si eta mah kuatannya, teu siga lempeuh yuni","si eta mah kuatannya, teu gampang geuring","si eta mah kuatannya, teu sehat.",su
"si eta mah kuatannya, teu siga jagjag waringkas.","si eta mah kuatannya, teu sehat.","si eta mah kuatannya, teu gampang geuring",su
ai budak keneh mah antep kudu jadi kembang buruan,ai budak keneh mah antep kudu jadi budak nu reseup kaluar,ai budak keneh mah antep kudu jadi tong dikurung.,su
ai budak keneh mah antep kudu jadi kurung batok.,ai budak keneh mah antep kudu jadi tong dikurung.,ai budak keneh mah antep kudu jadi budak nu reseup kaluar,su
Kadang hirup teh bisa jadi kembang seungit,Kadang hirup teh bisa jadi katingali senang,Kadang hirup teh bisa jadi teu bahagia.,su
Kadang hirup teh bisa jadi bau bangke.,Kadang hirup teh bisa jadi teu bahagia.,Kadang hirup teh bisa jadi katingali senang,su
Ulah agul kana payung butut,Ulah agul kana harta saetik nu dipikaboga ayeuna,Ulah agul kana harta loba nu dipikaboga ayeuna.,su
Ulah agul kana imah gedogan.,Ulah agul kana harta loba nu dipikaboga ayeuna.,Ulah agul kana harta saetik nu dipikaboga ayeuna,su
Jalma teh bisa jadi cai,Jalma teh bisa jadi nu tenang,Jalma teh bisa jadi nu riweuh.,su
Jalma teh bisa jadi seune.,Jalma teh bisa jadi nu riweuh.,Jalma teh bisa jadi nu tenang,su
Hirup kudu bisa jadi batu,Hirup kudu bisa jadi boga pamadegan,Hirup kudu bisa jadi plin-plan.,su
Hirup kudu bisa jadi awi sumaer di pasir.,Hirup kudu bisa jadi plin-plan.,Hirup kudu bisa jadi boga pamadegan,su
Jadi budak ulah nincak hulu,Jadi budak ulah teu sopan,Jadi budak ulah sopan.,su
Jadi budak ulah hade basa.,Jadi budak ulah sopan.,Jadi budak ulah teu sopan,su
hirup mah ngan ukur hahay,hirup mah ngan ukur senang,hirup mah ngan ukur sedih.,su
hirup mah ngan ukur dedeuh.,hirup mah ngan ukur sedih.,hirup mah ngan ukur senang,su
ai ka batur teh ulah sok ngukur baju sasereg awak,ai ka batur teh ulah sok ningali ti luarna hungkul,ai ka batur teh ulah sok leuwi jero.,su
ai ka batur teh ulah sok ngukur baju jeung kaen-kaenna.,ai ka batur teh ulah sok leuwi jero.,ai ka batur teh ulah sok ningali ti luarna hungkul,su
kulit teh meuni kelir kawas cangkang cau,kulit teh meuni kelir koneng,kulit teh meuni kelir coklat.,su
kulit teh meuni kelir kawas sawo asak.,kulit teh meuni kelir coklat.,kulit teh meuni kelir koneng,su
"lamun aya masalah, hidup teh karasa keur buuk pakusut","lamun aya masalah, hidup teh karasa keurteu lancar","lamun aya masalah, hidup teh karasa keur mulus.",su
"lamun aya masalah, hidup teh karasa keur jalan tol.","lamun aya masalah, hidup teh karasa keur mulus.","lamun aya masalah, hidup teh karasa keurteu lancar",su
jadi gadis balik teh tong pas datang panonpoe,jadi gadis balik teh tong pas datang isuk,jadi gadis balik teh tong pas datang peuting.,su
jadi gadis balik teh tong pas datang bulan.,jadi gadis balik teh tong pas datang peuting.,jadi gadis balik teh tong pas datang isuk,su
Lamun gawe teh kuduna mah bisa rerejeungan,Lamun gawe teh kuduna bisa kompak,Lamun gawe teh kuduna bisa masing-masing.,su
Lamun gawe teh kuduna mah bisa paaing-aing.,Lamun gawe teh kuduna bisa masing-masing.,Lamun gawe teh kuduna bisa kompak,su
Nuju liburan teh kedah bari bear budi,Nuju liburan teh kedah bari gumbira,Nuju liburan teh kedah bari nyesel.,su
Nuju liburan teh kedah bari kaduhung.,Nuju liburan teh kedah bari nyesel.,Nuju liburan teh kedah bari gumbira,su
Hirup teh kadang bisa jadi runtah,Hirup teh kadang bisa jadi teu dihargaan,Hirup teh kadang bisa jadi diagung-agungkeun.,su
Hirup teh kadang bisa jadi emas.,Hirup teh kadang bisa jadi diagung-agungkeun.,Hirup teh kadang bisa jadi teu dihargaan,su
Sangkan hirup teh loba kapait,Sangkan hirup teh loba cobaan,Sangkan hirup teh loba kabahagiaan kudu bisa ngarumasakeun.,su
Sangkan hirup teh loba kaamis kudu bisa ngarumasakeun.,Sangkan hirup teh loba kabahagiaan kudu bisa ngarumasakeun.,Sangkan hirup teh loba cobaan,su
Ngomong jeung si eta mah nya meuni kawas sireum,Ngomong jeung si eta mah nya meuni lalaunan,Ngomong jeung si eta mah nya meuni jojorowokan.,su
Ngomong jeung si eta mah nya meuni kawas maung.,Ngomong jeung si eta mah nya meuni jojorowokan.,Ngomong jeung si eta mah nya meuni lalaunan,su
Kadang jelema teh bisa kandel kulit bengeut,Kadang jelema teh bisa teu boga kaera,Kadang jelema teh bisa eraan.,su
Kadang jelema teh bisa ipis kulit bengeut.,Kadang jelema teh bisa eraan.,Kadang jelema teh bisa teu boga kaera,su
ayeuna buuk na teh tos jadi barodas,Ayeuna mah tos jadi kolot,Ayeuna mah tos jadi ngora keneh.,su
ayeuna buuk na teh tos jadi harideung.,Ayeuna mah tos jadi ngora keneh.,Ayeuna mah tos jadi kolot,su
Jadi jelema mah ulah sulit ati,Jadi jelema mah ulah iri,Jadi jelema mah ulah bageur.,su
Jadi jelema mah ulah hade hate.,Jadi jelema mah ulah bageur.,Jadi jelema mah ulah iri,su
Ayeuna mah ka Bandung teh meuni siga jalan ka cai,Ayeuna mah ka Bandung teh meuni deket,Ayeuna mah ka Bandung teh meuni jauh.,su
Ayeuna mah ka Bandung teh meuni siga mapay jalan satapak.,Ayeuna mah ka Bandung teh meuni jauh.,Ayeuna mah ka Bandung teh meuni deket,su
Maneh mah jadi jelema teh meuni beteung karet,Maneh mah jadi jelema teh meuni loba dahar,Maneh mah jadi jelema teh meuni tara barang dahar.,su
Maneh mah jadi jelema teh meuni beuteng heras.,Maneh mah jadi jelema teh meuni tara barang dahar.,Maneh mah jadi jelema teh meuni loba dahar,su
Lalakonna siga bangkong dikurung batok,Lalakonna keueungeun,Lalakonna liar.,su
Lalakonna siga manuk dikencarkeun.,Lalakonna liar.,Lalakonna keueungeun,su
Balong laukna siga mencrang cai herang,Balong laukna beresih,Balong laukna ledig.,su
Balong laukna siga buyatak solokan.,Balong laukna ledig.,Balong laukna beresih,su
Rupina siga kembang beukah,Rupina sae,Rupina awon.,su
Rupina siga tahu beukah.,Rupina awon.,Rupina sae,su
Sorana kawas tarompet,Sora na tarik,Sora na laun.,su
Sorana kawas susumputan.,Sora na laun.,Sora na tarik,su
Neangan si eta kawas neang jarum di sawah,Neangan si eta hese,Neangan si eta gampil.,su
Neangan si eta kawas neang domba dina kandang hayam.,Neangan si eta gampil.,Neangan si eta hese,su
Sapopoe si eta kawas nu diudag ku rentenir,Sapopoe si eta seueur emutan,Sapopoe si eta euweuh pagawean.,su
Sapopoe si eta kawas nu teu boga pamajikan.,Sapopoe si eta euweuh pagawean.,Sapopoe si eta seueur emutan,su
Mun makan siga nu teu boga duit,Mun dahar loba,Mun dahar saeutik.,su
Mun makan siga loba duit.,Mun dahar saeutik.,Mun dahar loba,su
Nasehat ti bapa na nangceub siga batu,Nasihat apa na diemutan,Nasihat apa na poho.,su
Nasehat ti bapa na leungit siga debu kahujanan.,Nasihat apa na poho.,Nasihat apa na diemutan,su
Dagingna siga tahu,Daging na hipu,Daging na heuras.,su
Dagingna siga batu.,Daging na heuras.,Daging na hipu,su
Gawena siga nu diudag ku anjing,Gawe na gancang,Gawe na lila.,su
Gawena siga nu keong meuntas jalan.,Gawe na lila.,Gawe na gancang,su
Sakapeung jodoh teh kawas meuli ucing dina karung,Sakapeung jodoh teh teu kantos ditebak,Sakapeung jodoh teh kantos ditebak.,su
Sakapeung jodoh teh kawas meuli bumbu di pasar.,Sakapeung jodoh teh kantos ditebak.,Sakapeung jodoh teh teu kantos ditebak,su
Acukna siga meuli di mall,Acuk na sae,Acuk na awon.,su
Acukna siga nimu di rongsokan.,Acuk na awon.,Acuk na sae,su
Sapi na siga limosin,Sapi na ageung,Sapi na leutik.,su
Sapi na siga nu cacingan.,Sapi na leutik.,Sapi na ageung,su
Mung ngomong siga aya sambelna,Mung ngomong nyeurikeun hate,Mung ngomong hati-hati.,su
Mung ngomong siga putri solo.,Mung ngomong hati-hati.,Mung ngomong nyeurikeun hate,su
Ditingal teh si eta siga nu can ibak,Ditingal teh si eta bau,Ditingal teh si eta wangi.,su
Ditingal teh si eta siga ibak kembang tujuh rupi.,Ditingal teh si eta wangi.,Ditingal teh si eta bau,su
Ka pasar ge siga nu rek ka uleman,Ka pasar loba dangdan,Ka pasar teu dangdan.,su
Ka pasar ge siga nu rek sare.,Ka pasar teu dangdan.,Ka pasar loba dangdan,su
Lengeunna geutihan siga nu ditabrak mobil,Lengeunna geutihan loba,Lengeunna geutihan saeutik.,su
Lengeunna geutihan siga kakowet ucing.,Lengeunna geutihan saeutik.,Lengeunna geutihan loba,su
Si eta mung ceurik siga nu loba masalah,Si eta mung ceurik tarik,Si eta mung ceurik lalaunan.,su
Si eta mung ceurik siga euweuh masalah.,Si eta mung ceurik lalaunan.,Si eta mung ceurik tarik,su
Aya nu nyetir siga jalan boga akina,Aya nu nyetir ugal-ugalan,Aya nu nyetir hati-hati.,su
Aya nu nyetir siga sieun labuh.,Aya nu nyetir hati-hati.,Aya nu nyetir ugal-ugalan,su
Mangga na siga madu,Mangga na amis,Mangga na haseum.,su
Mangga na siga cuka.,Mangga na haseum.,Mangga na amis,su
Rai na ka adi na teh siga cocoan,Kalakuan rai na ka adi jail,Kalakuan rai na ka adi nyaah.,su
Rai na ka adi na teh siga perhiasan.,Kalakuan rai na ka adi nyaah.,Kalakuan rai na ka adi jail,su
Si eta mung ngomong siga nu kahuruan,Mung nyauran gugurusuhan,Mung nyauran anteng.,su
Si eta mung ngomong siga aya di situ.,Mung nyauran anteng.,Mung nyauran gugurusuhan,su
Rupi na siga arjuna,Rupi na kasep,Rupi na awon.,su
Rupi na siga cepot.,Rupi na awon.,Rupi na kasep,su
Kuliah na siga euweuh tanggal beureum,Kuliah na rajin,Kuliah na sakahayang.,su
Kuliah na siga kalender isina tanggal beureum.,Kuliah na sakahayang.,Kuliah na rajin,su
Awakna siga tangkal jati,Awakna kiat,Awakna letoy.,su
Awakna siga tangkal gedang.,Awakna letoy.,Awakna kiat,su
Mung lumpat si eta siga peucang,Mung lumpat gancang,Mung lumpat lila.,su
Mung lumpat si eta siga kuya.,Mung lumpat lila.,Mung lumpat gancang,su
Si eta kuliah siga nu teu kantos bobo,Si eta kuliah na sibuk,Si eta kuliah na santai.,su
Si eta kuliah siga nu teu aya beban.,Si eta kuliah na santai.,Si eta kuliah na sibuk,su
Masakanna kawas nu hoyong geura nikah,Masakan na awon,Masakan na ngeunah.,su
Masakanna kawas nu boga resto ageung.,Masakan na ngeunah.,Masakan na awon,su
Hawa na siga di leuweung,Hawa na tiis,Hawa na panas.,su
Hawa na siga di pasar.,Hawa na panas.,Hawa na tiis,su
Kaayaan ayeuna kawas loba dosa,Kaayaan ayeuna awon,Kaayaan ayeuna alus.,su
Kaayaan ayeuna kawas loba pahala.,Kaayaan ayeuna alus.,Kaayaan ayeuna awon,su
Hujanna kawas cai ngagubrag,Hujan na lebat,Hujan na tiiseun.,su
Hujanna kawas cai ceret.,Hujan na tiiseun.,Hujan na lebat,su
Salaki na kawas Kabayan,Salaki na kedul,Salaki na rajin.,su
Salaki na kawas Nyi Iteung.,Salaki na rajin.,Salaki na kedul,su
Budak na siga nu dipoe ti isuk nepi peuting,Budak na kurus,Budak na gendut.,su
Budak na siga nu dihuapan sapopoe.,Budak na gendut.,Budak na kurus,su
Hirup teh kawas meuntas atas benang,Hirup teh loba tantangan,Hirup teh teu aya tantangan.,su
Hirup teh kawas leumpang dina jalan lega.,Hirup teh teu aya tantangan.,Hirup teh loba tantangan,su
Keneh isuk ngan siga panonpoe geus mencrang wae,Keneh isuk tos panas,Keneh isuk keneh tiis.,su
Keneh isuk ngan siga moal aya deui panonpoe.,Keneh isuk keneh tiis.,Keneh isuk tos panas,su
Ngabaturan si eta unggal poe siga keur aya perang wae,Ngabaturan si eta unggal poe loba masalah,Ngabaturan si eta unggal poe euweuh masalah.,su
Ngabaturan si eta unggal poe siga boga asisten sagala tiasa.,Ngabaturan si eta unggal poe euweuh masalah.,Ngabaturan si eta unggal poe loba masalah,su
Kakolot undak unduk na siga malin kundang,Ka kolot undak unduk na siga durhaka,Ka kolot undak unduk na siga ngabaktos.,su
Kakolot undak unduk na siga lukman hakim.,Ka kolot undak unduk na siga ngabaktos.,Ka kolot undak unduk na siga durhaka,su
Budak ayeuna mung gawe kawas kebo,Budak ayeuna mung gawe lambat,Budak ayeuna mung gawe geusit.,su
Budak ayeuna mung gawe kawas peucang.,Budak ayeuna mung gawe geusit.,Budak ayeuna mung gawe lambat,su
Milarian artos siga nu moal waka gugah deui,Milarian artos rajin,Milarian artos nyalse.,su
Milarian artos siga artos ngagolosor ti langit.,Milarian artos nyalse.,Milarian artos rajin,su
Mie na beukah kawas kembang aromanis,Mie na beukah sae,Mie na beukah teu tangtu.,su
Mie na beukah kawas adonan buyatak.,Mie na beukah teu tangtu.,Mie na beukah sae,su
Bumi na siga nu teu aya cucunguk sahiji-hiji acan,Bumi na beresih pisan,Bumi na buladig.,su
Bumi na siga sarang na cucunguk.,Bumi na buladig.,Bumi na beresih pisan,su
Sakola na ka bumi siga ti kulon ka wetan,Sakola na ka bumi tebih,Sakola na ka bumi caket.,su
Sakola na ka bumi siga ukur salengkah.,Sakola na ka bumi caket.,Sakola na ka bumi tebih,su
Pangaos cocoan si ade siga panagos imah jeung sawah,Pangaos cocoan si ade awis,Pangaos cocoan si ade mirah.,su
Pangaos cocoan si ade siga cimol tilu siki.,Pangaos cocoan si ade mirah.,Pangaos cocoan si ade awis,su
Wengi ieu langit na siga cai herang,Wengi ieu langit na mencrang,Wengi ieu langit na ceudeum.,su
Wengi ieu langit na siga cai kopi.,Wengi ieu langit na ceudeum.,Wengi ieu langit na mencrang,su
Kasohor na eta artis siga nu gaduh panghargaan ti seeuer nagara,Kasohor na eta artis sagala jalmi uninga,Kasohor na eta artis teu aya jalmi uninga.,su
Kasohor na eta artis siga nu teu aya internet wae.,Kasohor na eta artis teu aya jalmi uninga.,Kasohor na eta artis sagala jalmi uninga,su
Hasil melak na kawas kali keur banjir,Hasil melak na loba,Hasil melak na saeutik.,su
Hasil melak na kawas kali keur saat.,Hasil melak na saeutik.,Hasil melak na loba,su
Nu lalajo di stadion kamari siga budak leutik,Nu lalajo di stadion kamari rame,Nu lalajo di stadion kamari sepi.,su
Nu lalajo di stadion kamari siga nu karolot kabeh.,Nu lalajo di stadion kamari sepi.,Nu lalajo di stadion kamari rame,su
Beuki ka dieu pamarentah teh siga beurit dina lumbung pare,Beuki ka dieu pamarentah beuki korup,Beuki ka dieu pamarentah beuki ngaalusan.,su
Beuki ka dieu pamarentah teh siga pare nu geus asak.,Beuki ka dieu pamarentah beuki ngaalusan.,Beuki ka dieu pamarentah beuki korup,su
Sanajan loba masalah manehna siga jukut di leuweung,Sanajan loba masalah maneh na pantang nyerah,Sanajan loba masalah maneh na gampil nyerah.,su
Sanajan loba masalah manehna siga kembang katewak angin.,Sanajan loba masalah maneh na gampil nyerah.,Sanajan loba masalah maneh na pantang nyerah,su
Ngalereskeun ieu mesin siga nu keur operasi jantung,Ngalereskeun ieu mesin hese,Ngalereskeun ieu mesin gampil.,su
Ngalereskeun ieu mesin siga ngalereskeun cocoan budak.,Ngalereskeun ieu mesin gampil.,Ngalereskeun ieu mesin hese,su
Asep lumpatna kawas uncal,Asep lumpatna gancang,Asep lumpatna lila.,su
Asep lumpatna kawas keong.,Asep lumpatna lila.,Asep lumpatna gancang,su
Si Iwan kasohor lantaran siga foto model,Si Iwan kasohor lantaran kasep,Si Iwan kasohor lantaran goreng.,su
Si Iwan kasohor lantaran siga foto modol.,Si Iwan kasohor lantaran goreng.,Si Iwan kasohor lantaran kasep,su
Mun jadi jalmi ulah sok beurat birit,Mun jadi jalmi ulah sok kedul,Mun jadi jalmi ulah sok getol.,su
Mun jadi jalmi ulah sok hampang birit.,Mun jadi jalmi ulah sok getol.,Mun jadi jalmi ulah sok kedul,su
Hirup teh kawas leumpang di gigir gawir,Hirup teh sulit,Hirup teh gampil.,su
